stress_axis,stress_level,method,metric,mean,ci95,seeds,rows_per_seed
correction_delay,0.0,residual_correction_learner,correction_efficiency,0.34331,0.03160,10,120
correction_delay,0.0,residual_correction_learner,damage,0.04500,0.00918,10,120
correction_delay,0.0,residual_correction_learner,intervention_magnitude,0.33979,0.01337,10,120
correction_delay,0.0,residual_correction_learner,boundary_error,0.54980,0.02010,10,120
correction_delay,0.0,residual_correction_learner,intent_preservation,0.55955,0.00866,10,120
correction_delay,0.0,residual_correction_learner,query_rate,1.00000,0.00000,10,120
correction_delay,0.0,residual_correction_learner,human_time,0.29746,0.00856,10,120
correction_delay,0.0,residual_correction_learner,unsafe_override,0.14167,0.01461,10,120
correction_delay,0.0,residual_correction_learner,calibration_error,0.27316,0.00960,10,120
correction_delay,0.0,residual_correction_learner,regret_to_oracle,0.32953,0.01056,10,120
correction_delay,0.0,residual_correction_learner,intervention_sparsity,0.64249,0.01221,10,120
correction_delay,0.0,residual_correction_learner,robust_utility,0.40144,0.03674,10,120
correction_delay,0.0,robust_mpc_correction,task_success,0.56833,0.02709,10,120
correction_delay,0.0,robust_mpc_correction,correction_efficiency,0.79923,0.04378,10,120
correction_delay,0.0,robust_mpc_correction,damage,0.05000,0.01089,10,120
correction_delay,0.0,robust_mpc_correction,intervention_magnitude,0.56663,0.00990,10,120
correction_delay,0.0,robust_mpc_correction,boundary_error,0.10320,0.00319,10,120
correction_delay,0.0,robust_mpc_correction,intent_preservation,0.53126,0.00836,10,120
correction_delay,0.0,robust_mpc_correction,query_rate,1.00000,0.00000,10,120
correction_delay,0.0,robust_mpc_correction,human_time,0.44264,0.00634,10,120
correction_delay,0.0,robust_mpc_correction,unsafe_override,0.02750,0.00845,10,120
correction_delay,0.0,robust_mpc_correction,calibration_error,0.04246,0.00324,10,120
correction_delay,0.0,robust_mpc_correction,regret_to_oracle,0.05210,0.00168,10,120
correction_delay,0.0,robust_mpc_correction,intervention_sparsity,0.41931,0.00168,10,120
correction_delay,0.0,robust_mpc_correction,robust_utility,0.78057,0.03676,10,120
correction_delay,0.0,uncertainty_query_policy,task_success,0.36417,0.02777,10,120
correction_delay,0.0,uncertainty_query_policy,correction_efficiency,0.42562,0.03750,10,120
correction_delay,0.0,uncertainty_query_policy,damage,0.05417,0.01638,10,120
correction_delay,0.0,uncertainty_query_policy,intervention_magnitude,0.45336,0.01186,10,120
correction_delay,0.0,uncertainty_query_policy,boundary_error,0.38936,0.01388,10,120
correction_delay,0.0,uncertainty_query_policy,intent_preservation,0.56166,0.00863,10,120
correction_delay,0.0,uncertainty_query_policy,query_rate,1.00000,0.00000,10,120
correction_delay,0.0,uncertainty_query_policy,human_time,0.37015,0.00759,10,120
correction_delay,0.0,uncertainty_query_policy,unsafe_override,0.13083,0.02495,10,120
correction_delay,0.0,uncertainty_query_policy,calibration_error,0.24161,0.00953,10,120
correction_delay,0.0,uncertainty_query_policy,regret_to_oracle,0.25787,0.00940,10,120
correction_delay,0.0,uncertainty_query_policy,intervention_sparsity,0.52342,0.01183,10,120
correction_delay,0.0,uncertainty_query_policy,robust_utility,0.47553,0.03649,10,120
correction_delay,0.2,active_entropy_query_policy,task_success,0.40167,0.02563,10,120
correction_delay,0.2,active_entropy_query_policy,correction_efficiency,0.52704,0.03045,10,120
correction_delay,0.2,active_entropy_query_policy,damage,0.05333,0.01563,10,120
correction_delay,0.2,active_entropy_query_policy,intervention_magnitude,0.41818,0.01008,10,120
correction_delay,0.2,active_entropy_query_policy,boundary_error,0.29450,0.00824,10,120
correction_delay,0.2,active_entropy_query_policy,intent_preservation,0.53061,0.00744,10,120
correction_delay,0.2,active_entropy_query_policy,query_rate,1.00000,0.00000,10,120
correction_delay,0.2,active_entropy_query_policy,human_time,0.34763,0.00645,10,120
correction_delay,0.2,active_entropy_query_policy,unsafe_override,0.10416,0.01096,10,120
correction_delay,0.2,active_entropy_query_policy,calibration_error,0.24179,0.00553,10,120
correction_delay,0.2,active_entropy_query_policy,regret_to_oracle,0.21311,0.00779,10,120
correction_delay,0.2,active_entropy_query_policy,intervention_sparsity,0.57603,0.00754,10,120
correction_delay,0.2,active_entropy_query_policy,robust_utility,0.54285,0.03662,10,120
correction_delay,0.2,full_demo_imitation,task_success,0.32583,0.02536,10,120
correction_delay,0.2,full_demo_imitation,correction_efficiency,0.33361,0.03287,10,120
correction_delay,0.2,full_demo_imitation,damage,0.06250,0.01068,10,120
correction_delay,0.2,full_demo_imitation,intervention_magnitude,0.48827,0.01473,10,120
correction_delay,0.2,full_demo_imitation,boundary_error,0.55307,0.02191,10,120
correction_delay,0.2,full_demo_imitation,intent_preservation,0.57674,0.00917,10,120
correction_delay,0.2,full_demo_imitation,query_rate,1.00000,0.00000,10,120
correction_delay,0.2,full_demo_imitation,human_time,0.74249,0.00943,10,120
correction_delay,0.2,full_demo_imitation,unsafe_override,0.14333,0.02563,10,120
correction_delay,0.2,full_demo_imitation,calibration_error,0.22374,0.00653,10,120
correction_delay,0.2,full_demo_imitation,regret_to_oracle,0.30993,0.01367,10,120
correction_delay,0.2,full_demo_imitation,intervention_sparsity,0.48812,0.01385,10,120
correction_delay,0.2,full_demo_imitation,robust_utility,0.39256,0.03298,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,task_success,0.47667,0.02795,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,correction_efficiency,0.64243,0.03806,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,damage,0.04750,0.00845,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,intervention_magnitude,0.48529,0.00830,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,boundary_error,0.19294,0.00780,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,intent_preservation,0.53440,0.00700,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,query_rate,1.00000,0.00000,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,human_time,0.39059,0.00531,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,unsafe_override,0.00917,0.00452,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,calibration_error,0.11127,0.00623,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,regret_to_oracle,0.12768,0.00505,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,intervention_sparsity,0.50421,0.00430,10,120
correction_delay,0.2,minimum_intervention_boundary_learner_v5,robust_utility,0.66784,0.03477,10,120
correction_delay,0.2,oracle_minimal_correction,task_success,0.58916,0.01757,10,120
correction_delay,0.2,oracle_minimal_correction,correction_efficiency,0.80218,0.03090,10,120
correction_delay,0.2,oracle_minimal_correction,damage,0.04500,0.01222,10,120
correction_delay,0.2,oracle_minimal_correction,intervention_magnitude,0.52245,0.00994,10,120
correction_delay,0.2,oracle_minimal_correction,boundary_error,0.12176,0.00968,10,120
correction_delay,0.2,oracle_minimal_correction,intent_preservation,0.54019,0.00657,10,120
correction_delay,0.2,oracle_minimal_correction,query_rate,1.00000,0.00000,10,120
correction_delay,0.2,oracle_minimal_correction,human_time,0.41437,0.00636,10,120
correction_delay,0.2,oracle_minimal_correction,unsafe_override,0.00667,0.00407,10,120
correction_delay,0.2,oracle_minimal_correction,calibration_error,0.36593,0.00862,10,120
correction_delay,0.2,oracle_minimal_correction,regret_to_oracle,0.03244,0.00032,10,120
correction_delay,0.2,oracle_minimal_correction,intervention_sparsity,0.47085,0.00420,10,120
correction_delay,0.2,oracle_minimal_correction,robust_utility,0.81550,0.02471,10,120
correction_delay,0.2,residual_correction_learner,task_success,0.31250,0.03437,10,120
correction_delay,0.2,residual_correction_learner,correction_efficiency,0.34587,0.04265,10,120
correction_delay,0.2,residual_correction_learner,damage,0.04750,0.00845,10,120
correction_delay,0.2,residual_correction_learner,intervention_magnitude,0.34527,0.01272,10,120
correction_delay,0.2,residual_correction_learner,boundary_error,0.55296,0.01750,10,120
correction_delay,0.2,residual_correction_learner,intent_preservation,0.54702,0.00979,10,120
correction_delay,0.2,residual_correction_learner,query_rate,1.00000,0.00000,10,120
correction_delay,0.2,residual_correction_learner,human_time,0.30097,0.00814,10,120
correction_delay,0.2,residual_correction_learner,unsafe_override,0.13417,0.01510,10,120
correction_delay,0.2,residual_correction_learner,calibration_error,0.27226,0.00747,10,120
correction_delay,0.2,residual_correction_learner,regret_to_oracle,0.33202,0.01189,10,120
correction_delay,0.2,residual_correction_learner,intervention_sparsity,0.63798,0.01243,10,120
correction_delay,0.2,residual_correction_learner,robust_utility,0.41579,0.04490,10,120
correction_delay,0.2,robust_mpc_correction,task_success,0.56583,0.03325,10,120
correction_delay,0.2,robust_mpc_correction,correction_efficiency,0.79097,0.05061,10,120
correction_delay,0.2,robust_mpc_correction,damage,0.04750,0.00945,10,120
correction_delay,0.2,robust_mpc_correction,intervention_magnitude,0.57171,0.01004,10,120
correction_delay,0.2,robust_mpc_correction,boundary_error,0.10578,0.00340,10,120
correction_delay,0.2,robust_mpc_correction,intent_preservation,0.51957,0.00699,10,120
correction_delay,0.2,robust_mpc_correction,query_rate,1.00000,0.00000,10,120
correction_delay,0.2,robust_mpc_correction,human_time,0.44589,0.00642,10,120
correction_delay,0.2,robust_mpc_correction,unsafe_override,0.02833,0.00918,10,120
correction_delay,0.2,robust_mpc_correction,calibration_error,0.04195,0.00439,10,120
correction_delay,0.2,robust_mpc_correction,regret_to_oracle,0.05292,0.00298,10,120
correction_delay,0.2,robust_mpc_correction,intervention_sparsity,0.41957,0.00268,10,120
correction_delay,0.2,robust_mpc_correction,robust_utility,0.77567,0.04554,10,120
correction_delay,0.2,uncertainty_query_policy,task_success,0.37333,0.02189,10,120
correction_delay,0.2,uncertainty_query_policy,correction_efficiency,0.42883,0.02370,10,120
correction_delay,0.2,uncertainty_query_policy,damage,0.05417,0.01404,10,120
correction_delay,0.2,uncertainty_query_policy,intervention_magnitude,0.45090,0.01247,10,120
correction_delay,0.2,uncertainty_query_policy,boundary_error,0.39418,0.01418,10,120
correction_delay,0.2,uncertainty_query_policy,intent_preservation,0.54994,0.00982,10,120
correction_delay,0.2,uncertainty_query_policy,query_rate,1.00000,0.00000,10,120
correction_delay,0.2,uncertainty_query_policy,human_time,0.36857,0.00798,10,120
correction_delay,0.2,uncertainty_query_policy,unsafe_override,0.13583,0.01740,10,120
correction_delay,0.2,uncertainty_query_policy,calibration_error,0.24275,0.00845,10,120
correction_delay,0.2,uncertainty_query_policy,regret_to_oracle,0.26332,0.01140,10,120
correction_delay,0.2,uncertainty_query_policy,intervention_sparsity,0.53112,0.01290,10,120
correction_delay,0.2,uncertainty_query_policy,robust_utility,0.48294,0.02980,10,120
correction_delay,0.4,active_entropy_query_policy,task_success,0.39583,0.01890,10,120
correction_delay,0.4,active_entropy_query_policy,correction_efficiency,0.52682,0.03199,10,120
correction_delay,0.4,active_entropy_query_policy,damage,0.05500,0.01600,10,120
correction_delay,0.4,active_entropy_query_policy,intervention_magnitude,0.41244,0.00553,10,120
correction_delay,0.4,active_entropy_query_policy,boundary_error,0.29806,0.01068,10,120
correction_delay,0.4,active_entropy_query_policy,intent_preservation,0.52033,0.00657,10,120
correction_delay,0.4,active_entropy_query_policy,query_rate,1.00000,0.00000,10,120
correction_delay,0.4,active_entropy_query_policy,human_time,0.34396,0.00354,10,120
correction_delay,0.4,active_entropy_query_policy,unsafe_override,0.11000,0.01477,10,120
correction_delay,0.4,active_entropy_query_policy,calibration_error,0.23751,0.00900,10,120
correction_delay,0.4,active_entropy_query_policy,regret_to_oracle,0.21019,0.00824,10,120
correction_delay,0.4,active_entropy_query_policy,intervention_sparsity,0.57593,0.00662,10,120
correction_delay,0.4,active_entropy_query_policy,robust_utility,0.53329,0.02781,10,120
correction_delay,0.4,full_demo_imitation,task_success,0.30750,0.02488,10,120
correction_delay,0.4,full_demo_imitation,correction_efficiency,0.31586,0.02641,10,120
correction_delay,0.4,full_demo_imitation,damage,0.06833,0.00836,10,120
correction_delay,0.4,full_demo_imitation,intervention_magnitude,0.50113,0.00992,10,120
correction_delay,0.4,full_demo_imitation,boundary_error,0.54394,0.02607,10,120
correction_delay,0.4,full_demo_imitation,intent_preservation,0.56280,0.00605,10,120
correction_delay,0.4,full_demo_imitation,query_rate,1.00000,0.00000,10,120
correction_delay,0.4,full_demo_imitation,human_time,0.75073,0.00635,10,120
correction_delay,0.4,full_demo_imitation,unsafe_override,0.14083,0.02391,10,120
correction_delay,0.4,full_demo_imitation,calibration_error,0.21523,0.00998,10,120
correction_delay,0.4,full_demo_imitation,regret_to_oracle,0.30424,0.01335,10,120
correction_delay,0.4,full_demo_imitation,intervention_sparsity,0.46807,0.01272,10,120
correction_delay,0.4,full_demo_imitation,robust_utility,0.36481,0.03545,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,task_success,0.48333,0.02361,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,correction_efficiency,0.65136,0.03206,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,damage,0.04750,0.00945,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,intervention_magnitude,0.47790,0.00703,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,boundary_error,0.19545,0.00688,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,intent_preservation,0.52389,0.00649,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,query_rate,1.00000,0.00000,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,human_time,0.38585,0.00450,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,unsafe_override,0.01500,0.00871,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,calibration_error,0.11323,0.00558,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,regret_to_oracle,0.12665,0.00452,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,intervention_sparsity,0.50521,0.00316,10,120
correction_delay,0.4,minimum_intervention_boundary_learner_v5,robust_utility,0.67374,0.02984,10,120
correction_delay,0.4,oracle_minimal_correction,task_success,0.58250,0.01510,10,120
correction_delay,0.4,oracle_minimal_correction,correction_efficiency,0.79333,0.02271,10,120
correction_delay,0.4,oracle_minimal_correction,damage,0.04833,0.01351,10,120
correction_delay,0.4,oracle_minimal_correction,intervention_magnitude,0.51192,0.00825,10,120
correction_delay,0.4,oracle_minimal_correction,boundary_error,0.12214,0.00824,10,120
correction_delay,0.4,oracle_minimal_correction,intent_preservation,0.52909,0.00642,10,120
correction_delay,0.4,oracle_minimal_correction,query_rate,1.00000,0.00000,10,120
correction_delay,0.4,oracle_minimal_correction,human_time,0.40763,0.00528,10,120
correction_delay,0.4,oracle_minimal_correction,unsafe_override,0.00667,0.00407,10,120
correction_delay,0.4,oracle_minimal_correction,calibration_error,0.37037,0.00459,10,120
correction_delay,0.4,oracle_minimal_correction,regret_to_oracle,0.03347,0.00029,10,120
correction_delay,0.4,oracle_minimal_correction,intervention_sparsity,0.47155,0.00265,10,120
correction_delay,0.4,oracle_minimal_correction,robust_utility,0.80405,0.02296,10,120
correction_delay,0.4,residual_correction_learner,task_success,0.28917,0.02850,10,120
correction_delay,0.4,residual_correction_learner,correction_efficiency,0.32728,0.03575,10,120
correction_delay,0.4,residual_correction_learner,damage,0.04917,0.01204,10,120
correction_delay,0.4,residual_correction_learner,intervention_magnitude,0.34415,0.00869,10,120
correction_delay,0.4,residual_correction_learner,boundary_error,0.55041,0.01611,10,120
correction_delay,0.4,residual_correction_learner,intent_preservation,0.53433,0.00728,10,120
correction_delay,0.4,residual_correction_learner,query_rate,1.00000,0.00000,10,120
correction_delay,0.4,residual_correction_learner,human_time,0.30025,0.00556,10,120
correction_delay,0.4,residual_correction_learner,unsafe_override,0.13667,0.01360,10,120
correction_delay,0.4,residual_correction_learner,calibration_error,0.26708,0.01005,10,120
correction_delay,0.4,residual_correction_learner,regret_to_oracle,0.32872,0.01073,10,120
correction_delay,0.4,residual_correction_learner,intervention_sparsity,0.63604,0.01277,10,120
correction_delay,0.4,residual_correction_learner,robust_utility,0.38509,0.03427,10,120
correction_delay,0.4,robust_mpc_correction,task_success,0.57583,0.02639,10,120
correction_delay,0.4,robust_mpc_correction,correction_efficiency,0.81223,0.04387,10,120
correction_delay,0.4,robust_mpc_correction,damage,0.04833,0.00800,10,120
correction_delay,0.4,robust_mpc_correction,intervention_magnitude,0.56048,0.00885,10,120
correction_delay,0.4,robust_mpc_correction,boundary_error,0.10333,0.00508,10,120
correction_delay,0.4,robust_mpc_correction,intent_preservation,0.50874,0.00648,10,120
correction_delay,0.4,robust_mpc_correction,query_rate,1.00000,0.00000,10,120
correction_delay,0.4,robust_mpc_correction,human_time,0.43871,0.00566,10,120
correction_delay,0.4,robust_mpc_correction,unsafe_override,0.02917,0.00740,10,120
correction_delay,0.4,robust_mpc_correction,calibration_error,0.04178,0.00458,10,120
correction_delay,0.4,robust_mpc_correction,regret_to_oracle,0.05452,0.00260,10,120
correction_delay,0.4,robust_mpc_correction,intervention_sparsity,0.42133,0.00262,10,120
correction_delay,0.4,robust_mpc_correction,robust_utility,0.78869,0.03657,10,120
correction_delay,0.4,uncertainty_query_policy,task_success,0.36083,0.02723,10,120
correction_delay,0.4,uncertainty_query_policy,correction_efficiency,0.41586,0.03380,10,120
correction_delay,0.4,uncertainty_query_policy,damage,0.05667,0.01395,10,120
correction_delay,0.4,uncertainty_query_policy,intervention_magnitude,0.45656,0.00604,10,120
correction_delay,0.4,uncertainty_query_policy,boundary_error,0.38626,0.01391,10,120
correction_delay,0.4,uncertainty_query_policy,intent_preservation,0.53772,0.00466,10,120
correction_delay,0.4,uncertainty_query_policy,query_rate,1.00000,0.00000,10,120
correction_delay,0.4,uncertainty_query_policy,human_time,0.37220,0.00386,10,120
correction_delay,0.4,uncertainty_query_policy,unsafe_override,0.13750,0.02154,10,120
correction_delay,0.4,uncertainty_query_policy,calibration_error,0.23411,0.01079,10,120
correction_delay,0.4,uncertainty_query_policy,regret_to_oracle,0.25702,0.01080,10,120
correction_delay,0.4,uncertainty_query_policy,intervention_sparsity,0.51711,0.01019,10,120
correction_delay,0.4,uncertainty_query_policy,robust_utility,0.46336,0.04027,10,120
correction_delay,0.6,active_entropy_query_policy,task_success,0.39833,0.02457,10,120
correction_delay,0.6,active_entropy_query_policy,correction_efficiency,0.53031,0.03904,10,120
correction_delay,0.6,active_entropy_query_policy,damage,0.05250,0.01441,10,120
correction_delay,0.6,active_entropy_query_policy,intervention_magnitude,0.41782,0.01052,10,120
correction_delay,0.6,active_entropy_query_policy,boundary_error,0.29188,0.01248,10,120
correction_delay,0.6,active_entropy_query_policy,intent_preservation,0.51850,0.00732,10,120
correction_delay,0.6,active_entropy_query_policy,query_rate,1.00000,0.00000,10,120
correction_delay,0.6,active_entropy_query_policy,human_time,0.34741,0.00673,10,120
correction_delay,0.6,active_entropy_query_policy,unsafe_override,0.10917,0.01429,10,120
correction_delay,0.6,active_entropy_query_policy,calibration_error,0.22724,0.00948,10,120
correction_delay,0.6,active_entropy_query_policy,regret_to_oracle,0.20758,0.00884,10,120
correction_delay,0.6,active_entropy_query_policy,intervention_sparsity,0.57052,0.00805,10,120
correction_delay,0.6,active_entropy_query_policy,robust_utility,0.53743,0.03357,10,120
correction_delay,0.6,full_demo_imitation,task_success,0.33833,0.02831,10,120
correction_delay,0.6,full_demo_imitation,correction_efficiency,0.34493,0.03222,10,120
correction_delay,0.6,full_demo_imitation,damage,0.06667,0.01288,10,120
correction_delay,0.6,full_demo_imitation,intervention_magnitude,0.52702,0.01910,10,120
correction_delay,0.6,full_demo_imitation,boundary_error,0.54918,0.02827,10,120
correction_delay,0.6,full_demo_imitation,intent_preservation,0.55854,0.00636,10,120
correction_delay,0.6,full_demo_imitation,query_rate,1.00000,0.00000,10,120
correction_delay,0.6,full_demo_imitation,human_time,0.76729,0.01222,10,120
correction_delay,0.6,full_demo_imitation,unsafe_override,0.14083,0.02926,10,120
correction_delay,0.6,full_demo_imitation,calibration_error,0.21174,0.01000,10,120
correction_delay,0.6,full_demo_imitation,regret_to_oracle,0.30494,0.01282,10,120
correction_delay,0.6,full_demo_imitation,intervention_sparsity,0.44282,0.01644,10,120
correction_delay,0.6,full_demo_imitation,robust_utility,0.40034,0.03565,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,task_success,0.47333,0.02698,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,correction_efficiency,0.65172,0.03698,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,damage,0.04917,0.00957,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,intervention_magnitude,0.48200,0.00772,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,boundary_error,0.19339,0.01178,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,intent_preservation,0.52209,0.00701,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,query_rate,1.00000,0.00000,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,human_time,0.38848,0.00494,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,unsafe_override,0.01583,0.00708,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,calibration_error,0.11055,0.00722,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,regret_to_oracle,0.12456,0.00609,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,intervention_sparsity,0.50130,0.00673,10,120
correction_delay,0.6,minimum_intervention_boundary_learner_v5,robust_utility,0.66217,0.03448,10,120
correction_delay,0.6,oracle_minimal_correction,task_success,0.59833,0.02005,10,120
correction_delay,0.6,oracle_minimal_correction,correction_efficiency,0.82004,0.02991,10,120
correction_delay,0.6,oracle_minimal_correction,damage,0.04583,0.01383,10,120
correction_delay,0.6,oracle_minimal_correction,intervention_magnitude,0.51346,0.00653,10,120
correction_delay,0.6,oracle_minimal_correction,boundary_error,0.12269,0.00589,10,120
correction_delay,0.6,oracle_minimal_correction,intent_preservation,0.52727,0.00633,10,120
correction_delay,0.6,oracle_minimal_correction,query_rate,1.00000,0.00000,10,120
correction_delay,0.6,oracle_minimal_correction,human_time,0.40861,0.00418,10,120
correction_delay,0.6,oracle_minimal_correction,unsafe_override,0.00167,0.00218,10,120
correction_delay,0.6,oracle_minimal_correction,calibration_error,0.36870,0.00458,10,120
correction_delay,0.6,oracle_minimal_correction,regret_to_oracle,0.03452,0.00038,10,120
correction_delay,0.6,oracle_minimal_correction,intervention_sparsity,0.47166,0.00206,10,120
correction_delay,0.6,oracle_minimal_correction,robust_utility,0.82819,0.02699,10,120
correction_delay,0.6,residual_correction_learner,task_success,0.30583,0.03435,10,120
correction_delay,0.6,residual_correction_learner,correction_efficiency,0.34216,0.04134,10,120
correction_delay,0.6,residual_correction_learner,damage,0.04667,0.01039,10,120
correction_delay,0.6,residual_correction_learner,intervention_magnitude,0.35735,0.01449,10,120
correction_delay,0.6,residual_correction_learner,boundary_error,0.55200,0.02557,10,120
correction_delay,0.6,residual_correction_learner,intent_preservation,0.53123,0.00629,10,120
correction_delay,0.6,residual_correction_learner,query_rate,1.00000,0.00000,10,120
correction_delay,0.6,residual_correction_learner,human_time,0.30871,0.00927,10,120
correction_delay,0.6,residual_correction_learner,unsafe_override,0.14333,0.01083,10,120
correction_delay,0.6,residual_correction_learner,calibration_error,0.26141,0.01088,10,120
correction_delay,0.6,residual_correction_learner,regret_to_oracle,0.32769,0.01148,10,120
correction_delay,0.6,residual_correction_learner,intervention_sparsity,0.62039,0.01274,10,120
correction_delay,0.6,residual_correction_learner,robust_utility,0.40289,0.04161,10,120
correction_delay,0.6,robust_mpc_correction,task_success,0.57000,0.02485,10,120
correction_delay,0.6,robust_mpc_correction,correction_efficiency,0.81892,0.03703,10,120
correction_delay,0.6,robust_mpc_correction,damage,0.05250,0.00945,10,120
correction_delay,0.6,robust_mpc_correction,intervention_magnitude,0.56162,0.00714,10,120
correction_delay,0.6,robust_mpc_correction,boundary_error,0.11060,0.00589,10,120
correction_delay,0.6,robust_mpc_correction,intent_preservation,0.50651,0.00660,10,120
correction_delay,0.6,robust_mpc_correction,query_rate,1.00000,0.00000,10,120
correction_delay,0.6,robust_mpc_correction,human_time,0.43944,0.00457,10,120
correction_delay,0.6,robust_mpc_correction,unsafe_override,0.03167,0.00836,10,120
correction_delay,0.6,robust_mpc_correction,calibration_error,0.04184,0.00392,10,120
correction_delay,0.6,robust_mpc_correction,regret_to_oracle,0.05743,0.00163,10,120
correction_delay,0.6,robust_mpc_correction,intervention_sparsity,0.42196,0.00297,10,120
correction_delay,0.6,robust_mpc_correction,robust_utility,0.78117,0.03124,10,120
correction_delay,0.6,uncertainty_query_policy,task_success,0.36417,0.01482,10,120
correction_delay,0.6,uncertainty_query_policy,correction_efficiency,0.41681,0.02155,10,120
correction_delay,0.6,uncertainty_query_policy,damage,0.06333,0.01600,10,120
correction_delay,0.6,uncertainty_query_policy,intervention_magnitude,0.47050,0.01412,10,120
correction_delay,0.6,uncertainty_query_policy,boundary_error,0.39027,0.01735,10,120
correction_delay,0.6,uncertainty_query_policy,intent_preservation,0.53831,0.00654,10,120
correction_delay,0.6,uncertainty_query_policy,query_rate,1.00000,0.00000,10,120
correction_delay,0.6,uncertainty_query_policy,human_time,0.38112,0.00904,10,120
correction_delay,0.6,uncertainty_query_policy,unsafe_override,0.13750,0.01842,10,120
correction_delay,0.6,uncertainty_query_policy,calibration_error,0.22711,0.01170,10,120
correction_delay,0.6,uncertainty_query_policy,regret_to_oracle,0.25830,0.01076,10,120
correction_delay,0.6,uncertainty_query_policy,intervention_sparsity,0.50261,0.01174,10,120
correction_delay,0.6,uncertainty_query_policy,robust_utility,0.46239,0.02083,10,120
correction_delay,0.8,active_entropy_query_policy,task_success,0.40667,0.02148,10,120
correction_delay,0.8,active_entropy_query_policy,correction_efficiency,0.53930,0.02897,10,120
correction_delay,0.8,active_entropy_query_policy,damage,0.05500,0.01776,10,120
correction_delay,0.8,active_entropy_query_policy,intervention_magnitude,0.41431,0.00818,10,120
correction_delay,0.8,active_entropy_query_policy,boundary_error,0.30080,0.01237,10,120
correction_delay,0.8,active_entropy_query_policy,intent_preservation,0.50403,0.00488,10,120
correction_delay,0.8,active_entropy_query_policy,query_rate,1.00000,0.00000,10,120
correction_delay,0.8,active_entropy_query_policy,human_time,0.34516,0.00523,10,120
correction_delay,0.8,active_entropy_query_policy,unsafe_override,0.10250,0.01502,10,120
correction_delay,0.8,active_entropy_query_policy,calibration_error,0.23070,0.00821,10,120
correction_delay,0.8,active_entropy_query_policy,regret_to_oracle,0.21766,0.00699,10,120
correction_delay,0.8,active_entropy_query_policy,intervention_sparsity,0.57417,0.00754,10,120
correction_delay,0.8,active_entropy_query_policy,robust_utility,0.54671,0.03448,10,120
correction_delay,0.8,full_demo_imitation,task_success,0.30000,0.03312,10,120
correction_delay,0.8,full_demo_imitation,correction_efficiency,0.29500,0.03467,10,120
correction_delay,0.8,full_demo_imitation,damage,0.08167,0.01517,10,120
correction_delay,0.8,full_demo_imitation,intervention_magnitude,0.53926,0.01880,10,120
correction_delay,0.8,full_demo_imitation,boundary_error,0.57532,0.01485,10,120
correction_delay,0.8,full_demo_imitation,intent_preservation,0.54569,0.00466,10,120
correction_delay,0.8,full_demo_imitation,query_rate,1.00000,0.00000,10,120
correction_delay,0.8,full_demo_imitation,human_time,0.77513,0.01203,10,120
correction_delay,0.8,full_demo_imitation,unsafe_override,0.15667,0.03029,10,120
correction_delay,0.8,full_demo_imitation,calibration_error,0.21327,0.00592,10,120
correction_delay,0.8,full_demo_imitation,regret_to_oracle,0.31991,0.01287,10,120
correction_delay,0.8,full_demo_imitation,intervention_sparsity,0.43050,0.02150,10,120
correction_delay,0.8,full_demo_imitation,robust_utility,0.33615,0.03173,10,120
