stress_axis,stress_level,method,metric,mean,ci95,seeds,rows_per_seed
combined,0.0,minimum_intervention_boundary_learner_v5,robust_utility,0.92478,0.03536,10,120
combined,0.0,oracle_minimal_correction,task_success,0.63000,0.01600,10,120
combined,0.0,oracle_minimal_correction,correction_efficiency,1.25074,0.04572,10,120
combined,0.0,oracle_minimal_correction,damage,0.03583,0.00809,10,120
combined,0.0,oracle_minimal_correction,intervention_magnitude,0.30107,0.00685,10,120
combined,0.0,oracle_minimal_correction,boundary_error,0.16418,0.00984,10,120
combined,0.0,oracle_minimal_correction,intent_preservation,0.67895,0.00930,10,120
combined,0.0,oracle_minimal_correction,query_rate,1.00000,0.00000,10,120
combined,0.0,oracle_minimal_correction,human_time,0.27268,0.00439,10,120
combined,0.0,oracle_minimal_correction,unsafe_override,0.00000,0.00000,10,120
combined,0.0,oracle_minimal_correction,calibration_error,0.32789,0.00388,10,120
combined,0.0,oracle_minimal_correction,regret_to_oracle,0.02735,0.00030,10,120
combined,0.0,oracle_minimal_correction,intervention_sparsity,0.47001,0.00289,10,120
combined,0.0,oracle_minimal_correction,robust_utility,0.98602,0.02456,10,120
combined,0.0,residual_correction_learner,task_success,0.52583,0.02672,10,120
combined,0.0,residual_correction_learner,correction_efficiency,0.92327,0.05271,10,120
combined,0.0,residual_correction_learner,damage,0.03917,0.01090,10,120
combined,0.0,residual_correction_learner,intervention_magnitude,0.28254,0.00699,10,120
combined,0.0,residual_correction_learner,boundary_error,0.31375,0.01460,10,120
combined,0.0,residual_correction_learner,intent_preservation,0.63415,0.00965,10,120
combined,0.0,residual_correction_learner,query_rate,1.00000,0.00000,10,120
combined,0.0,residual_correction_learner,human_time,0.26083,0.00448,10,120
combined,0.0,residual_correction_learner,unsafe_override,0.06167,0.01173,10,120
combined,0.0,residual_correction_learner,calibration_error,0.09448,0.00509,10,120
combined,0.0,residual_correction_learner,regret_to_oracle,0.14416,0.00570,10,120
combined,0.0,residual_correction_learner,intervention_sparsity,0.48073,0.00809,10,120
combined,0.0,residual_correction_learner,robust_utility,0.78606,0.03521,10,120
combined,0.0,robust_mpc_correction,task_success,0.59917,0.02781,10,120
combined,0.0,robust_mpc_correction,correction_efficiency,1.28912,0.05425,10,120
combined,0.0,robust_mpc_correction,damage,0.03417,0.00957,10,120
combined,0.0,robust_mpc_correction,intervention_magnitude,0.33430,0.00742,10,120
combined,0.0,robust_mpc_correction,boundary_error,0.15223,0.00737,10,120
combined,0.0,robust_mpc_correction,intent_preservation,0.65088,0.00928,10,120
combined,0.0,robust_mpc_correction,query_rate,1.00000,0.00000,10,120
combined,0.0,robust_mpc_correction,human_time,0.29395,0.00475,10,120
combined,0.0,robust_mpc_correction,unsafe_override,0.00000,0.00000,10,120
combined,0.0,robust_mpc_correction,calibration_error,0.03452,0.00266,10,120
combined,0.0,robust_mpc_correction,regret_to_oracle,0.04709,0.00120,10,120
combined,0.0,robust_mpc_correction,intervention_sparsity,0.41035,0.00209,10,120
combined,0.0,robust_mpc_correction,robust_utility,0.95691,0.03915,10,120
combined,0.0,uncertainty_query_policy,task_success,0.47083,0.02533,10,120
combined,0.0,uncertainty_query_policy,correction_efficiency,0.82065,0.03584,10,120
combined,0.0,uncertainty_query_policy,damage,0.03833,0.01198,10,120
combined,0.0,uncertainty_query_policy,intervention_magnitude,0.21493,0.00726,10,120
combined,0.0,uncertainty_query_policy,boundary_error,0.35792,0.01003,10,120
combined,0.0,uncertainty_query_policy,intent_preservation,0.63155,0.00840,10,120
combined,0.0,uncertainty_query_policy,query_rate,0.27417,0.01695,10,120
combined,0.0,uncertainty_query_policy,human_time,0.09034,0.00522,10,120
combined,0.0,uncertainty_query_policy,unsafe_override,0.05000,0.00808,10,120
combined,0.0,uncertainty_query_policy,calibration_error,0.13924,0.00322,10,120
combined,0.0,uncertainty_query_policy,regret_to_oracle,0.18408,0.00296,10,120
combined,0.0,uncertainty_query_policy,intervention_sparsity,0.61909,0.00717,10,120
combined,0.0,uncertainty_query_policy,robust_utility,0.72643,0.03420,10,120
combined,0.2,active_entropy_query_policy,task_success,0.42833,0.02579,10,120
combined,0.2,active_entropy_query_policy,correction_efficiency,0.69299,0.04489,10,120
combined,0.2,active_entropy_query_policy,damage,0.04250,0.01568,10,120
combined,0.2,active_entropy_query_policy,intervention_magnitude,0.25228,0.00343,10,120
combined,0.2,active_entropy_query_policy,boundary_error,0.34650,0.00923,10,120
combined,0.2,active_entropy_query_policy,intent_preservation,0.62637,0.00826,10,120
combined,0.2,active_entropy_query_policy,query_rate,0.17500,0.02335,10,120
combined,0.2,active_entropy_query_policy,human_time,0.06779,0.00643,10,120
combined,0.2,active_entropy_query_policy,unsafe_override,0.06167,0.00815,10,120
combined,0.2,active_entropy_query_policy,calibration_error,0.16972,0.00564,10,120
combined,0.2,active_entropy_query_policy,regret_to_oracle,0.19994,0.00901,10,120
combined,0.2,active_entropy_query_policy,intervention_sparsity,0.62088,0.00478,10,120
combined,0.2,active_entropy_query_policy,robust_utility,0.65085,0.03629,10,120
combined,0.2,full_demo_imitation,task_success,0.47667,0.02242,10,120
combined,0.2,full_demo_imitation,correction_efficiency,0.68759,0.02955,10,120
combined,0.2,full_demo_imitation,damage,0.07000,0.01147,10,120
combined,0.2,full_demo_imitation,intervention_magnitude,0.39155,0.00794,10,120
combined,0.2,full_demo_imitation,boundary_error,0.40270,0.01779,10,120
combined,0.2,full_demo_imitation,intent_preservation,0.63510,0.00715,10,120
combined,0.2,full_demo_imitation,query_rate,1.00000,0.00000,10,120
combined,0.2,full_demo_imitation,human_time,0.68059,0.00508,10,120
combined,0.2,full_demo_imitation,unsafe_override,0.08833,0.02221,10,120
combined,0.2,full_demo_imitation,calibration_error,0.11963,0.00809,10,120
combined,0.2,full_demo_imitation,regret_to_oracle,0.17443,0.01264,10,120
combined,0.2,full_demo_imitation,intervention_sparsity,0.38948,0.01003,10,120
combined,0.2,full_demo_imitation,robust_utility,0.63821,0.02560,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,task_success,0.54500,0.02658,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,correction_efficiency,0.97276,0.05678,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,damage,0.04000,0.00904,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,intervention_magnitude,0.34959,0.00407,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,boundary_error,0.18952,0.01026,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,intent_preservation,0.64494,0.00722,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,query_rate,0.16750,0.02366,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,human_time,0.06542,0.00729,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,unsafe_override,0.00000,0.00000,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,calibration_error,0.15895,0.00657,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,regret_to_oracle,0.08655,0.00431,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,intervention_sparsity,0.47216,0.00448,10,120
combined,0.2,minimum_intervention_boundary_learner_v5,robust_utility,0.84271,0.03807,10,120
combined,0.2,oracle_minimal_correction,task_success,0.63417,0.01729,10,120
combined,0.2,oracle_minimal_correction,correction_efficiency,1.14497,0.04712,10,120
combined,0.2,oracle_minimal_correction,damage,0.03750,0.00982,10,120
combined,0.2,oracle_minimal_correction,intervention_magnitude,0.35392,0.00593,10,120
combined,0.2,oracle_minimal_correction,boundary_error,0.14326,0.01217,10,120
combined,0.2,oracle_minimal_correction,intent_preservation,0.62909,0.00710,10,120
combined,0.2,oracle_minimal_correction,query_rate,1.00000,0.00000,10,120
combined,0.2,oracle_minimal_correction,human_time,0.30651,0.00379,10,120
combined,0.2,oracle_minimal_correction,unsafe_override,0.00000,0.00000,10,120
combined,0.2,oracle_minimal_correction,calibration_error,0.33459,0.00684,10,120
combined,0.2,oracle_minimal_correction,regret_to_oracle,0.02999,0.00040,10,120
combined,0.2,oracle_minimal_correction,intervention_sparsity,0.46916,0.00423,10,120
combined,0.2,oracle_minimal_correction,robust_utility,0.95801,0.02640,10,120
combined,0.2,residual_correction_learner,task_success,0.46000,0.03398,10,120
combined,0.2,residual_correction_learner,correction_efficiency,0.69624,0.04980,10,120
combined,0.2,residual_correction_learner,damage,0.04500,0.00815,10,120
combined,0.2,residual_correction_learner,intervention_magnitude,0.31201,0.00727,10,120
combined,0.2,residual_correction_learner,boundary_error,0.41830,0.02409,10,120
combined,0.2,residual_correction_learner,intent_preservation,0.59844,0.00977,10,120
combined,0.2,residual_correction_learner,query_rate,1.00000,0.00000,10,120
combined,0.2,residual_correction_learner,human_time,0.27969,0.00466,10,120
combined,0.2,residual_correction_learner,unsafe_override,0.08833,0.01293,10,120
combined,0.2,residual_correction_learner,calibration_error,0.14347,0.01037,10,120
combined,0.2,residual_correction_learner,regret_to_oracle,0.20203,0.01207,10,120
combined,0.2,residual_correction_learner,intervention_sparsity,0.51211,0.01006,10,120
combined,0.2,residual_correction_learner,robust_utility,0.65586,0.04604,10,120
combined,0.2,robust_mpc_correction,task_success,0.58667,0.02703,10,120
combined,0.2,robust_mpc_correction,correction_efficiency,1.12954,0.05819,10,120
combined,0.2,robust_mpc_correction,damage,0.03417,0.00988,10,120
combined,0.2,robust_mpc_correction,intervention_magnitude,0.38665,0.00593,10,120
combined,0.2,robust_mpc_correction,boundary_error,0.13377,0.00490,10,120
combined,0.2,robust_mpc_correction,intent_preservation,0.60319,0.00762,10,120
combined,0.2,robust_mpc_correction,query_rate,1.00000,0.00000,10,120
combined,0.2,robust_mpc_correction,human_time,0.32746,0.00379,10,120
combined,0.2,robust_mpc_correction,unsafe_override,0.00083,0.00163,10,120
combined,0.2,robust_mpc_correction,calibration_error,0.03517,0.00330,10,120
combined,0.2,robust_mpc_correction,regret_to_oracle,0.05318,0.00200,10,120
combined,0.2,robust_mpc_correction,intervention_sparsity,0.41859,0.00210,10,120
combined,0.2,robust_mpc_correction,robust_utility,0.90177,0.03989,10,120
combined,0.2,uncertainty_query_policy,task_success,0.45167,0.02848,10,120
combined,0.2,uncertainty_query_policy,correction_efficiency,0.69971,0.05133,10,120
combined,0.2,uncertainty_query_policy,damage,0.05000,0.01193,10,120
combined,0.2,uncertainty_query_policy,intervention_magnitude,0.28095,0.00518,10,120
combined,0.2,uncertainty_query_policy,boundary_error,0.36127,0.01745,10,120
combined,0.2,uncertainty_query_policy,intent_preservation,0.60031,0.00610,10,120
combined,0.2,uncertainty_query_policy,query_rate,0.55500,0.02579,10,120
combined,0.2,uncertainty_query_policy,human_time,0.17286,0.00736,10,120
combined,0.2,uncertainty_query_policy,unsafe_override,0.08083,0.01219,10,120
combined,0.2,uncertainty_query_policy,calibration_error,0.16026,0.00801,10,120
combined,0.2,uncertainty_query_policy,regret_to_oracle,0.20552,0.00882,10,120
combined,0.2,uncertainty_query_policy,intervention_sparsity,0.56535,0.00438,10,120
combined,0.2,uncertainty_query_policy,robust_utility,0.65550,0.03966,10,120
combined,0.4,active_entropy_query_policy,task_success,0.46500,0.03078,10,120
combined,0.4,active_entropy_query_policy,correction_efficiency,0.73055,0.04858,10,120
combined,0.4,active_entropy_query_policy,damage,0.05000,0.01377,10,120
combined,0.4,active_entropy_query_policy,intervention_magnitude,0.33769,0.00848,10,120
combined,0.4,active_entropy_query_policy,boundary_error,0.29551,0.00649,10,120
combined,0.4,active_entropy_query_policy,intent_preservation,0.58095,0.00455,10,120
combined,0.4,active_entropy_query_policy,query_rate,0.77083,0.01199,10,120
combined,0.4,active_entropy_query_policy,human_time,0.24101,0.00349,10,120
combined,0.4,active_entropy_query_policy,unsafe_override,0.08083,0.01335,10,120
combined,0.4,active_entropy_query_policy,calibration_error,0.18215,0.00515,10,120
combined,0.4,active_entropy_query_policy,regret_to_oracle,0.17406,0.00457,10,120
combined,0.4,active_entropy_query_policy,intervention_sparsity,0.56366,0.00530,10,120
combined,0.4,active_entropy_query_policy,robust_utility,0.66995,0.04300,10,120
combined,0.4,full_demo_imitation,task_success,0.40000,0.01559,10,120
combined,0.4,full_demo_imitation,correction_efficiency,0.46884,0.02411,10,120
combined,0.4,full_demo_imitation,damage,0.09250,0.01490,10,120
combined,0.4,full_demo_imitation,intervention_magnitude,0.49341,0.01588,10,120
combined,0.4,full_demo_imitation,boundary_error,0.52621,0.01713,10,120
combined,0.4,full_demo_imitation,intent_preservation,0.59733,0.00874,10,120
combined,0.4,full_demo_imitation,query_rate,1.00000,0.00000,10,120
combined,0.4,full_demo_imitation,human_time,0.74578,0.01016,10,120
combined,0.4,full_demo_imitation,unsafe_override,0.12750,0.02589,10,120
combined,0.4,full_demo_imitation,calibration_error,0.16358,0.00541,10,120
combined,0.4,full_demo_imitation,regret_to_oracle,0.23689,0.00798,10,120
combined,0.4,full_demo_imitation,intervention_sparsity,0.35294,0.01386,10,120
combined,0.4,full_demo_imitation,robust_utility,0.48109,0.02220,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,task_success,0.52250,0.02336,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,correction_efficiency,0.84503,0.03809,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,damage,0.04500,0.00980,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,intervention_magnitude,0.39930,0.00797,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,boundary_error,0.19636,0.00533,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,intent_preservation,0.58790,0.00462,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,query_rate,1.00000,0.00000,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,human_time,0.33555,0.00510,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,unsafe_override,0.00000,0.00000,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,calibration_error,0.11103,0.00460,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,regret_to_oracle,0.09774,0.00467,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,intervention_sparsity,0.48032,0.00434,10,120
combined,0.4,minimum_intervention_boundary_learner_v5,robust_utility,0.77035,0.03146,10,120
combined,0.4,oracle_minimal_correction,task_success,0.61500,0.01457,10,120
combined,0.4,oracle_minimal_correction,correction_efficiency,0.98893,0.02418,10,120
combined,0.4,oracle_minimal_correction,damage,0.04167,0.01004,10,120
combined,0.4,oracle_minimal_correction,intervention_magnitude,0.40734,0.00576,10,120
combined,0.4,oracle_minimal_correction,boundary_error,0.14197,0.00713,10,120
combined,0.4,oracle_minimal_correction,intent_preservation,0.58563,0.00439,10,120
combined,0.4,oracle_minimal_correction,query_rate,1.00000,0.00000,10,120
combined,0.4,oracle_minimal_correction,human_time,0.34070,0.00369,10,120
combined,0.4,oracle_minimal_correction,unsafe_override,0.00083,0.00163,10,120
combined,0.4,oracle_minimal_correction,calibration_error,0.35298,0.00463,10,120
combined,0.4,oracle_minimal_correction,regret_to_oracle,0.03155,0.00034,10,120
combined,0.4,oracle_minimal_correction,intervention_sparsity,0.47358,0.00235,10,120
combined,0.4,oracle_minimal_correction,robust_utility,0.89515,0.01950,10,120
combined,0.4,residual_correction_learner,task_success,0.38667,0.03304,10,120
combined,0.4,residual_correction_learner,correction_efficiency,0.50728,0.05306,10,120
combined,0.4,residual_correction_learner,damage,0.05500,0.00949,10,120
combined,0.4,residual_correction_learner,intervention_magnitude,0.33693,0.01370,10,120
combined,0.4,residual_correction_learner,boundary_error,0.50975,0.01815,10,120
combined,0.4,residual_correction_learner,intent_preservation,0.57179,0.00556,10,120
combined,0.4,residual_correction_learner,query_rate,1.00000,0.00000,10,120
combined,0.4,residual_correction_learner,human_time,0.29564,0.00877,10,120
combined,0.4,residual_correction_learner,unsafe_override,0.10917,0.01228,10,120
combined,0.4,residual_correction_learner,calibration_error,0.19494,0.00855,10,120
combined,0.4,residual_correction_learner,regret_to_oracle,0.25357,0.01078,10,120
combined,0.4,residual_correction_learner,intervention_sparsity,0.54831,0.01328,10,120
combined,0.4,residual_correction_learner,robust_utility,0.52754,0.04483,10,120
combined,0.4,robust_mpc_correction,task_success,0.58500,0.02889,10,120
combined,0.4,robust_mpc_correction,correction_efficiency,0.98261,0.04959,10,120
combined,0.4,robust_mpc_correction,damage,0.03583,0.00646,10,120
combined,0.4,robust_mpc_correction,intervention_magnitude,0.44294,0.00646,10,120
combined,0.4,robust_mpc_correction,boundary_error,0.12692,0.00502,10,120
combined,0.4,robust_mpc_correction,intent_preservation,0.56081,0.00419,10,120
combined,0.4,robust_mpc_correction,query_rate,1.00000,0.00000,10,120
combined,0.4,robust_mpc_correction,human_time,0.36348,0.00414,10,120
combined,0.4,robust_mpc_correction,unsafe_override,0.00917,0.00568,10,120
combined,0.4,robust_mpc_correction,calibration_error,0.04248,0.00227,10,120
combined,0.4,robust_mpc_correction,regret_to_oracle,0.05665,0.00263,10,120
combined,0.4,robust_mpc_correction,intervention_sparsity,0.42548,0.00273,10,120
combined,0.4,robust_mpc_correction,robust_utility,0.85780,0.03949,10,120
combined,0.4,uncertainty_query_policy,task_success,0.45917,0.01829,10,120
combined,0.4,uncertainty_query_policy,correction_efficiency,0.61727,0.02053,10,120
combined,0.4,uncertainty_query_policy,damage,0.06167,0.01403,10,120
combined,0.4,uncertainty_query_policy,intervention_magnitude,0.42739,0.01211,10,120
combined,0.4,uncertainty_query_policy,boundary_error,0.37694,0.01617,10,120
combined,0.4,uncertainty_query_policy,intent_preservation,0.58236,0.00788,10,120
combined,0.4,uncertainty_query_policy,query_rate,1.00000,0.00000,10,120
combined,0.4,uncertainty_query_policy,human_time,0.35352,0.00775,10,120
combined,0.4,uncertainty_query_policy,unsafe_override,0.11167,0.01996,10,120
combined,0.4,uncertainty_query_policy,calibration_error,0.16894,0.00669,10,120
combined,0.4,uncertainty_query_policy,regret_to_oracle,0.19624,0.00709,10,120
combined,0.4,uncertainty_query_policy,intervention_sparsity,0.42792,0.01189,10,120
combined,0.4,uncertainty_query_policy,robust_utility,0.61282,0.02487,10,120
combined,0.6,active_entropy_query_policy,task_success,0.42250,0.02755,10,120
combined,0.6,active_entropy_query_policy,correction_efficiency,0.59409,0.04004,10,120
combined,0.6,active_entropy_query_policy,damage,0.05417,0.01583,10,120
combined,0.6,active_entropy_query_policy,intervention_magnitude,0.39173,0.01191,10,120
combined,0.6,active_entropy_query_policy,boundary_error,0.31176,0.01073,10,120
combined,0.6,active_entropy_query_policy,intent_preservation,0.52333,0.00657,10,120
combined,0.6,active_entropy_query_policy,query_rate,1.00000,0.00000,10,120
combined,0.6,active_entropy_query_policy,human_time,0.33071,0.00762,10,120
combined,0.6,active_entropy_query_policy,unsafe_override,0.09667,0.01173,10,120
combined,0.6,active_entropy_query_policy,calibration_error,0.21512,0.00819,10,120
combined,0.6,active_entropy_query_policy,regret_to_oracle,0.19667,0.00748,10,120
combined,0.6,active_entropy_query_policy,intervention_sparsity,0.56108,0.01042,10,120
combined,0.6,active_entropy_query_policy,robust_utility,0.57917,0.03955,10,120
combined,0.6,full_demo_imitation,task_success,0.32167,0.01619,10,120
combined,0.6,full_demo_imitation,correction_efficiency,0.31556,0.01735,10,120
combined,0.6,full_demo_imitation,damage,0.09250,0.01154,10,120
combined,0.6,full_demo_imitation,intervention_magnitude,0.58752,0.01486,10,120
combined,0.6,full_demo_imitation,boundary_error,0.63335,0.02836,10,120
combined,0.6,full_demo_imitation,intent_preservation,0.55771,0.00968,10,120
combined,0.6,full_demo_imitation,query_rate,1.00000,0.00000,10,120
combined,0.6,full_demo_imitation,human_time,0.80601,0.00951,10,120
combined,0.6,full_demo_imitation,unsafe_override,0.15333,0.02351,10,120
combined,0.6,full_demo_imitation,calibration_error,0.20542,0.00670,10,120
combined,0.6,full_demo_imitation,regret_to_oracle,0.29742,0.00946,10,120
combined,0.6,full_demo_imitation,intervention_sparsity,0.34618,0.01407,10,120
combined,0.6,full_demo_imitation,robust_utility,0.35360,0.02451,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,task_success,0.47583,0.03179,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,correction_efficiency,0.69621,0.05775,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,damage,0.04750,0.00733,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,intervention_magnitude,0.43954,0.00970,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,boundary_error,0.21648,0.01078,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,intent_preservation,0.52453,0.00695,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,query_rate,1.00000,0.00000,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,human_time,0.36130,0.00621,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,unsafe_override,0.00583,0.00490,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,calibration_error,0.11618,0.00716,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,regret_to_oracle,0.12880,0.00626,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,intervention_sparsity,0.50541,0.00829,10,120
combined,0.6,minimum_intervention_boundary_learner_v5,robust_utility,0.67987,0.04434,10,120
combined,0.6,oracle_minimal_correction,task_success,0.60917,0.01321,10,120
combined,0.6,oracle_minimal_correction,correction_efficiency,0.89049,0.02297,10,120
combined,0.6,oracle_minimal_correction,damage,0.04583,0.01199,10,120
combined,0.6,oracle_minimal_correction,intervention_magnitude,0.47217,0.00990,10,120
combined,0.6,oracle_minimal_correction,boundary_error,0.12840,0.00747,10,120
combined,0.6,oracle_minimal_correction,intent_preservation,0.52842,0.00719,10,120
combined,0.6,oracle_minimal_correction,query_rate,1.00000,0.00000,10,120
combined,0.6,oracle_minimal_correction,human_time,0.38219,0.00634,10,120
combined,0.6,oracle_minimal_correction,unsafe_override,0.00083,0.00163,10,120
combined,0.6,oracle_minimal_correction,calibration_error,0.36620,0.00475,10,120
combined,0.6,oracle_minimal_correction,regret_to_oracle,0.03407,0.00036,10,120
combined,0.6,oracle_minimal_correction,intervention_sparsity,0.47238,0.00249,10,120
combined,0.6,oracle_minimal_correction,robust_utility,0.85612,0.01834,10,120
combined,0.6,residual_correction_learner,task_success,0.32333,0.03932,10,120
combined,0.6,residual_correction_learner,correction_efficiency,0.38988,0.05028,10,120
combined,0.6,residual_correction_learner,damage,0.05333,0.01403,10,120
combined,0.6,residual_correction_learner,intervention_magnitude,0.36378,0.01363,10,120
combined,0.6,residual_correction_learner,boundary_error,0.58362,0.02262,10,120
combined,0.6,residual_correction_learner,intent_preservation,0.52925,0.00580,10,120
combined,0.6,residual_correction_learner,query_rate,1.00000,0.00000,10,120
combined,0.6,residual_correction_learner,human_time,0.31282,0.00872,10,120
combined,0.6,residual_correction_learner,unsafe_override,0.13667,0.02025,10,120
combined,0.6,residual_correction_learner,calibration_error,0.24272,0.00940,10,120
combined,0.6,residual_correction_learner,regret_to_oracle,0.30488,0.01151,10,120
combined,0.6,residual_correction_learner,intervention_sparsity,0.57991,0.01578,10,120
combined,0.6,residual_correction_learner,robust_utility,0.42683,0.04892,10,120
combined,0.6,robust_mpc_correction,task_success,0.54833,0.02889,10,120
combined,0.6,robust_mpc_correction,correction_efficiency,0.82815,0.05299,10,120
combined,0.6,robust_mpc_correction,damage,0.04417,0.00945,10,120
combined,0.6,robust_mpc_correction,intervention_magnitude,0.50401,0.00987,10,120
combined,0.6,robust_mpc_correction,boundary_error,0.12401,0.00721,10,120
combined,0.6,robust_mpc_correction,intent_preservation,0.50646,0.00712,10,120
combined,0.6,robust_mpc_correction,query_rate,1.00000,0.00000,10,120
combined,0.6,robust_mpc_correction,human_time,0.40257,0.00632,10,120
combined,0.6,robust_mpc_correction,unsafe_override,0.01750,0.00859,10,120
combined,0.6,robust_mpc_correction,calibration_error,0.05319,0.00514,10,120
combined,0.6,robust_mpc_correction,regret_to_oracle,0.06648,0.00373,10,120
combined,0.6,robust_mpc_correction,intervention_sparsity,0.43559,0.00448,10,120
combined,0.6,robust_mpc_correction,robust_utility,0.77216,0.04008,10,120
combined,0.6,uncertainty_query_policy,task_success,0.38417,0.02224,10,120
combined,0.6,uncertainty_query_policy,correction_efficiency,0.43310,0.02031,10,120
combined,0.6,uncertainty_query_policy,damage,0.07083,0.01760,10,120
combined,0.6,uncertainty_query_policy,intervention_magnitude,0.49352,0.01416,10,120
combined,0.6,uncertainty_query_policy,boundary_error,0.44713,0.01958,10,120
combined,0.6,uncertainty_query_policy,intent_preservation,0.54119,0.00844,10,120
combined,0.6,uncertainty_query_policy,query_rate,1.00000,0.00000,10,120
combined,0.6,uncertainty_query_policy,human_time,0.39585,0.00906,10,120
combined,0.6,uncertainty_query_policy,unsafe_override,0.14500,0.02964,10,120
