split,method,metric,mean,ci95,seeds,rows_per_seed
hard_aggregate,preference_only_ranker,intervention_sparsity,0.54613,0.00254,10,576
hard_aggregate,preference_only_ranker,robust_utility,0.63883,0.02182,10,576
hard_aggregate,residual_correction_learner,task_success,0.31771,0.01153,10,576
hard_aggregate,residual_correction_learner,correction_efficiency,0.36725,0.01439,10,576
hard_aggregate,residual_correction_learner,damage,0.05347,0.00430,10,576
hard_aggregate,residual_correction_learner,intervention_magnitude,0.33477,0.00734,10,576
hard_aggregate,residual_correction_learner,boundary_error,0.53378,0.01110,10,576
hard_aggregate,residual_correction_learner,intent_preservation,0.55608,0.00531,10,576
hard_aggregate,residual_correction_learner,query_rate,1.00000,0.00000,10,576
hard_aggregate,residual_correction_learner,human_time,0.29425,0.00470,10,576
hard_aggregate,residual_correction_learner,unsafe_override,0.11910,0.00735,10,576
hard_aggregate,residual_correction_learner,calibration_error,0.25481,0.00551,10,576
hard_aggregate,residual_correction_learner,regret_to_oracle,0.31583,0.00709,10,576
hard_aggregate,residual_correction_learner,intervention_sparsity,0.62690,0.00710,10,576
hard_aggregate,residual_correction_learner,robust_utility,0.42774,0.01529,10,576
hard_aggregate,robust_mpc_correction,task_success,0.59010,0.01426,10,576
hard_aggregate,robust_mpc_correction,correction_efficiency,0.88048,0.02431,10,576
hard_aggregate,robust_mpc_correction,damage,0.05243,0.00647,10,576
hard_aggregate,robust_mpc_correction,intervention_magnitude,0.53645,0.00366,10,576
hard_aggregate,robust_mpc_correction,boundary_error,0.11006,0.00211,10,576
hard_aggregate,robust_mpc_correction,intent_preservation,0.54001,0.00351,10,576
hard_aggregate,robust_mpc_correction,query_rate,1.00000,0.00000,10,576
hard_aggregate,robust_mpc_correction,human_time,0.42333,0.00234,10,576
hard_aggregate,robust_mpc_correction,unsafe_override,0.02066,0.00256,10,576
hard_aggregate,robust_mpc_correction,calibration_error,0.03994,0.00152,10,576
hard_aggregate,robust_mpc_correction,regret_to_oracle,0.05234,0.00059,10,576
hard_aggregate,robust_mpc_correction,intervention_sparsity,0.41890,0.00054,10,576
hard_aggregate,robust_mpc_correction,robust_utility,0.82286,0.02128,10,576
hard_aggregate,safety_filtered_residual,task_success,0.34097,0.01232,10,576
hard_aggregate,safety_filtered_residual,correction_efficiency,0.43098,0.01668,10,576
hard_aggregate,safety_filtered_residual,damage,0.04444,0.00630,10,576
hard_aggregate,safety_filtered_residual,intervention_magnitude,0.30806,0.00599,10,576
hard_aggregate,safety_filtered_residual,boundary_error,0.43707,0.00834,10,576
hard_aggregate,safety_filtered_residual,intent_preservation,0.53567,0.00357,10,576
hard_aggregate,safety_filtered_residual,query_rate,1.00000,0.00000,10,576
hard_aggregate,safety_filtered_residual,human_time,0.27716,0.00383,10,576
hard_aggregate,safety_filtered_residual,unsafe_override,0.01337,0.00305,10,576
hard_aggregate,safety_filtered_residual,calibration_error,0.22816,0.00459,10,576
hard_aggregate,safety_filtered_residual,regret_to_oracle,0.27756,0.00549,10,576
hard_aggregate,safety_filtered_residual,intervention_sparsity,0.67099,0.00568,10,576
hard_aggregate,safety_filtered_residual,robust_utility,0.49965,0.01662,10,576
hard_aggregate,uncertainty_query_policy,task_success,0.38576,0.01607,10,576
hard_aggregate,uncertainty_query_policy,correction_efficiency,0.46226,0.01979,10,576
hard_aggregate,uncertainty_query_policy,damage,0.05798,0.00802,10,576
hard_aggregate,uncertainty_query_policy,intervention_magnitude,0.42902,0.00632,10,576
hard_aggregate,uncertainty_query_policy,boundary_error,0.37811,0.00830,10,576
hard_aggregate,uncertainty_query_policy,intent_preservation,0.56329,0.00245,10,576
hard_aggregate,uncertainty_query_policy,query_rate,0.99844,0.00107,10,576
hard_aggregate,uncertainty_query_policy,human_time,0.35420,0.00411,10,576
hard_aggregate,uncertainty_query_policy,unsafe_override,0.12066,0.00561,10,576
hard_aggregate,uncertainty_query_policy,calibration_error,0.22302,0.00590,10,576
hard_aggregate,uncertainty_query_policy,regret_to_oracle,0.24551,0.00627,10,576
hard_aggregate,uncertainty_query_policy,intervention_sparsity,0.52378,0.00672,10,576
hard_aggregate,uncertainty_query_policy,robust_utility,0.50700,0.01935,10,576
