split,method,seed,rows,task_success,correction_efficiency,damage,intervention_magnitude,boundary_error,intent_preservation,query_rate,human_time,unsafe_override,calibration_error,regret_to_oracle,intervention_sparsity,robust_utility
adversarial_helpfulness,active_entropy_query_policy,0,192,0.41146,0.61392,0.05208,0.29539,0.33332,0.59603,0.60417,0.17563,0.07292,0.20719,0.21053,0.60997,0.59910
adversarial_helpfulness,active_entropy_query_policy,1,192,0.45312,0.67017,0.04688,0.29196,0.36244,0.56811,0.67708,0.19017,0.06250,0.24050,0.22166,0.62567,0.65527
adversarial_helpfulness,active_entropy_query_policy,2,192,0.43229,0.67159,0.05208,0.28024,0.35146,0.58119,0.66146,0.17613,0.10417,0.22743,0.22066,0.62440,0.62264
adversarial_helpfulness,active_entropy_query_policy,3,192,0.41667,0.62436,0.05208,0.28584,0.35778,0.59217,0.56250,0.15963,0.10938,0.22101,0.22632,0.62617,0.59742
adversarial_helpfulness,active_entropy_query_policy,4,192,0.42188,0.63252,0.05208,0.29237,0.34409,0.59515,0.64583,0.18720,0.10417,0.21824,0.22289,0.62381,0.60492
adversarial_helpfulness,active_entropy_query_policy,5,192,0.39062,0.59326,0.02604,0.29489,0.32927,0.56760,0.58854,0.17244,0.08854,0.21606,0.21632,0.61551,0.57961
adversarial_helpfulness,active_entropy_query_policy,6,192,0.46354,0.67664,0.05208,0.27456,0.35573,0.57884,0.66146,0.18057,0.09896,0.22710,0.22709,0.63184,0.65633
adversarial_helpfulness,active_entropy_query_policy,7,192,0.34896,0.52383,0.03125,0.29289,0.36324,0.56966,0.63542,0.18053,0.06250,0.23878,0.22921,0.62492,0.52763
adversarial_helpfulness,active_entropy_query_policy,8,192,0.34375,0.50581,0.04688,0.29455,0.33976,0.57243,0.61979,0.18231,0.07292,0.22599,0.22120,0.61792,0.50734
adversarial_helpfulness,active_entropy_query_policy,9,192,0.47396,0.69380,0.04688,0.28776,0.35415,0.58340,0.65625,0.19007,0.08854,0.22128,0.21432,0.62493,0.67596
adversarial_helpfulness,dagger_full_correction,0,192,0.39062,0.45275,0.02604,0.34317,0.55765,0.61462,1.00000,0.64963,0.07812,0.24630,0.30418,0.52402,0.53168
adversarial_helpfulness,dagger_full_correction,1,192,0.35417,0.42044,0.05208,0.32805,0.56225,0.58094,1.00000,0.63995,0.11458,0.26737,0.31068,0.55616,0.46203
adversarial_helpfulness,dagger_full_correction,2,192,0.37500,0.38819,0.05729,0.33007,0.62998,0.59464,1.00000,0.64124,0.07812,0.27835,0.33013,0.53406,0.48388
adversarial_helpfulness,dagger_full_correction,3,192,0.28125,0.34591,0.05208,0.33485,0.58729,0.59518,1.00000,0.64430,0.11979,0.25857,0.31404,0.53413,0.37181
adversarial_helpfulness,dagger_full_correction,4,192,0.33854,0.37988,0.04688,0.33235,0.54384,0.58715,1.00000,0.64270,0.11458,0.24531,0.30767,0.53593,0.43986
adversarial_helpfulness,dagger_full_correction,5,192,0.32292,0.37062,0.03646,0.33297,0.55301,0.58315,1.00000,0.64310,0.08854,0.25452,0.31073,0.53683,0.43441
adversarial_helpfulness,dagger_full_correction,6,192,0.26562,0.30807,0.04167,0.32180,0.61084,0.57104,1.00000,0.63595,0.09375,0.26951,0.33136,0.53198,0.35770
adversarial_helpfulness,dagger_full_correction,7,192,0.31771,0.37324,0.05729,0.33344,0.57799,0.58500,1.00000,0.64340,0.13542,0.26729,0.31748,0.54231,0.40632
adversarial_helpfulness,dagger_full_correction,8,192,0.32812,0.38964,0.03646,0.32689,0.59606,0.60033,1.00000,0.63921,0.13542,0.27059,0.32248,0.55074,0.43379
adversarial_helpfulness,dagger_full_correction,9,192,0.29167,0.34327,0.04167,0.32630,0.57184,0.59523,1.00000,0.63883,0.11979,0.25111,0.30512,0.53301,0.38726
adversarial_helpfulness,full_demo_imitation,0,192,0.28646,0.31058,0.05729,0.36407,0.58858,0.62379,1.00000,0.66301,0.11458,0.21328,0.30745,0.49540,0.36894
adversarial_helpfulness,full_demo_imitation,1,192,0.28125,0.27698,0.06250,0.35191,0.61386,0.59315,1.00000,0.65522,0.09375,0.23143,0.31606,0.52021,0.35707
adversarial_helpfulness,full_demo_imitation,2,192,0.29688,0.34236,0.06771,0.35799,0.65939,0.59988,1.00000,0.65911,0.07812,0.23534,0.33177,0.49722,0.38830
adversarial_helpfulness,full_demo_imitation,3,192,0.27604,0.31043,0.05208,0.35716,0.62942,0.58874,1.00000,0.65858,0.09896,0.22447,0.32208,0.50675,0.36178
adversarial_helpfulness,full_demo_imitation,4,192,0.30729,0.35513,0.05729,0.35209,0.60169,0.59288,1.00000,0.65534,0.11979,0.21975,0.32123,0.50857,0.39510
adversarial_helpfulness,full_demo_imitation,5,192,0.28125,0.32499,0.06771,0.35432,0.57716,0.58523,1.00000,0.65677,0.07812,0.21289,0.30989,0.51372,0.36788
adversarial_helpfulness,full_demo_imitation,6,192,0.29688,0.31387,0.07812,0.33955,0.66309,0.57173,1.00000,0.64731,0.13021,0.23175,0.34047,0.50795,0.35944
adversarial_helpfulness,full_demo_imitation,7,192,0.29688,0.33826,0.07812,0.35548,0.61751,0.58609,1.00000,0.65751,0.09896,0.22494,0.32339,0.51299,0.37521
adversarial_helpfulness,full_demo_imitation,8,192,0.31771,0.33923,0.04688,0.35493,0.63176,0.61193,1.00000,0.65715,0.08854,0.23072,0.32555,0.51522,0.41891
adversarial_helpfulness,full_demo_imitation,9,192,0.31771,0.33296,0.05729,0.34817,0.61410,0.59813,1.00000,0.65283,0.09375,0.21354,0.30960,0.50769,0.40868
adversarial_helpfulness,inverse_rl_correction_proxy,0,192,0.38542,0.55775,0.05729,0.34880,0.30608,0.67456,1.00000,0.30323,0.09375,0.11804,0.18383,0.53440,0.55285
adversarial_helpfulness,inverse_rl_correction_proxy,1,192,0.45312,0.64077,0.06771,0.34764,0.30212,0.63808,1.00000,0.30249,0.09375,0.12614,0.18172,0.55084,0.62952
adversarial_helpfulness,inverse_rl_correction_proxy,2,192,0.46354,0.69678,0.03125,0.34367,0.32272,0.65337,1.00000,0.29995,0.14062,0.12230,0.18524,0.52975,0.65914
adversarial_helpfulness,inverse_rl_correction_proxy,3,192,0.43229,0.61394,0.04688,0.34629,0.32271,0.66912,1.00000,0.30163,0.08854,0.12641,0.19154,0.54101,0.61865
adversarial_helpfulness,inverse_rl_correction_proxy,4,192,0.39583,0.58399,0.05729,0.34608,0.31608,0.66969,1.00000,0.30149,0.08854,0.11936,0.18837,0.54428,0.57043
adversarial_helpfulness,inverse_rl_correction_proxy,5,192,0.49479,0.68186,0.04167,0.34407,0.31993,0.64731,1.00000,0.30021,0.09375,0.12874,0.19284,0.54676,0.69486
adversarial_helpfulness,inverse_rl_correction_proxy,6,192,0.46354,0.67508,0.04688,0.33045,0.33109,0.66081,1.00000,0.29149,0.04167,0.12677,0.19657,0.54147,0.67588
adversarial_helpfulness,inverse_rl_correction_proxy,7,192,0.46354,0.63004,0.01562,0.34215,0.32666,0.64967,1.00000,0.29897,0.10938,0.12972,0.19890,0.55767,0.66229
adversarial_helpfulness,inverse_rl_correction_proxy,8,192,0.43229,0.62500,0.04167,0.34611,0.30546,0.65050,1.00000,0.30151,0.08854,0.13390,0.18997,0.54921,0.62179
adversarial_helpfulness,inverse_rl_correction_proxy,9,192,0.53125,0.75038,0.05208,0.34364,0.30957,0.66740,1.00000,0.29993,0.10417,0.11266,0.18103,0.54254,0.74048
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,0,192,0.48438,0.75677,0.04688,0.36829,0.20788,0.60797,1.00000,0.31570,0.00000,0.12696,0.11916,0.51258,0.71695
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,1,192,0.46875,0.74518,0.05729,0.36908,0.23074,0.57839,1.00000,0.31621,0.00000,0.14577,0.12495,0.52681,0.69020
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,2,192,0.54688,0.91151,0.05208,0.36252,0.20808,0.58594,1.00000,0.31201,0.00000,0.12896,0.11788,0.51181,0.80805
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,3,192,0.49479,0.78327,0.04688,0.36636,0.21642,0.60071,1.00000,0.31447,0.00000,0.13555,0.12718,0.51704,0.73253
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,4,192,0.54167,0.87189,0.04167,0.37061,0.21115,0.60216,1.00000,0.31719,0.00000,0.12228,0.12505,0.51504,0.80157
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,5,192,0.46875,0.76234,0.05208,0.37420,0.20469,0.57979,1.00000,0.31949,0.00000,0.13190,0.12106,0.50870,0.69581
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,6,192,0.47396,0.78478,0.02604,0.35561,0.19918,0.58614,1.00000,0.30759,0.00521,0.12543,0.12544,0.51329,0.71963
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,7,192,0.49479,0.76589,0.03125,0.37062,0.21526,0.57772,1.00000,0.31720,0.00000,0.14208,0.12645,0.52391,0.73406
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,8,192,0.46354,0.73656,0.05729,0.36846,0.21858,0.58286,1.00000,0.31582,0.00521,0.14152,0.12907,0.52008,0.68190
adversarial_helpfulness,minimum_intervention_boundary_learner_v5,9,192,0.54167,0.85027,0.04688,0.36249,0.21721,0.58998,1.00000,0.31199,0.00521,0.13194,0.11873,0.52073,0.79159
adversarial_helpfulness,minimum_intervention_learner_v4,0,192,0.51042,0.86615,0.05729,0.41173,0.20424,0.60118,1.00000,0.34350,0.12500,0.06546,0.10611,0.46325,0.72204
adversarial_helpfulness,minimum_intervention_learner_v4,1,192,0.54167,0.88595,0.07292,0.43024,0.16748,0.56704,1.00000,0.35536,0.10938,0.06001,0.09243,0.45507,0.74851
adversarial_helpfulness,minimum_intervention_learner_v4,2,192,0.53125,0.89265,0.02604,0.41412,0.17722,0.58012,1.00000,0.34504,0.09896,0.05653,0.09487,0.45282,0.76891
adversarial_helpfulness,minimum_intervention_learner_v4,3,192,0.52083,0.86987,0.03646,0.41452,0.20200,0.59523,1.00000,0.34529,0.08854,0.06732,0.10689,0.46422,0.75351
adversarial_helpfulness,minimum_intervention_learner_v4,4,192,0.57812,0.96116,0.04688,0.41735,0.20975,0.60076,1.00000,0.34711,0.10938,0.06471,0.10632,0.46699,0.82041
adversarial_helpfulness,minimum_intervention_learner_v4,5,192,0.57292,0.92722,0.03125,0.42173,0.19319,0.57309,1.00000,0.34991,0.08333,0.06528,0.10358,0.45713,0.81893
adversarial_helpfulness,minimum_intervention_learner_v4,6,192,0.57812,0.94815,0.06250,0.39738,0.20419,0.58350,1.00000,0.33432,0.06250,0.06778,0.10892,0.46987,0.82102
adversarial_helpfulness,minimum_intervention_learner_v4,7,192,0.55208,0.89243,0.05208,0.42401,0.17918,0.57168,1.00000,0.35137,0.11979,0.06544,0.10022,0.46626,0.76961
adversarial_helpfulness,minimum_intervention_learner_v4,8,192,0.59896,0.96784,0.05729,0.42408,0.18320,0.57552,1.00000,0.35141,0.11979,0.06562,0.09862,0.45505,0.83031
adversarial_helpfulness,minimum_intervention_learner_v4,9,192,0.57292,0.96019,0.02604,0.41368,0.19292,0.59232,1.00000,0.34476,0.08333,0.05814,0.09804,0.46538,0.83204
adversarial_helpfulness,no_human_baseline,0,192,0.11458,0.00000,0.03125,0.00000,1.00000,0.61302,0.00000,0.02000,0.04167,0.08254,0.48270,1.00000,0.21546
adversarial_helpfulness,no_human_baseline,1,192,0.13021,0.00000,0.02083,0.00000,1.00000,0.60052,0.00000,0.02000,0.06771,0.08374,0.47218,1.00000,0.22758
adversarial_helpfulness,no_human_baseline,2,192,0.18229,0.00000,0.07812,0.00000,1.00000,0.60886,0.00000,0.02000,0.08854,0.08806,0.47273,1.00000,0.24513
adversarial_helpfulness,no_human_baseline,3,192,0.09375,0.00000,0.02604,0.00000,1.00000,0.61042,0.00000,0.02000,0.05208,0.08702,0.48021,1.00000,0.19408
adversarial_helpfulness,no_human_baseline,4,192,0.14062,0.00000,0.04688,0.00000,1.00000,0.60521,0.00000,0.02000,0.05208,0.08697,0.48457,1.00000,0.22944
adversarial_helpfulness,no_human_baseline,5,192,0.20312,0.00000,0.03125,0.00000,1.00000,0.60625,0.00000,0.02000,0.07292,0.08505,0.48165,1.00000,0.29437
adversarial_helpfulness,no_human_baseline,6,192,0.19271,0.00000,0.06771,0.00000,1.00000,0.60417,0.00000,0.02000,0.03125,0.08877,0.47544,1.00000,0.27639
adversarial_helpfulness,no_human_baseline,7,192,0.16667,0.00000,0.03646,0.00000,1.00000,0.60886,0.00000,0.02000,0.07292,0.09039,0.47400,1.00000,0.25554
adversarial_helpfulness,no_human_baseline,8,192,0.14583,0.00000,0.04688,0.00000,1.00000,0.61094,0.00000,0.02000,0.06771,0.08641,0.47913,1.00000,0.23102
adversarial_helpfulness,no_human_baseline,9,192,0.14062,0.00000,0.04688,0.00000,1.00000,0.60469,0.00000,0.02000,0.04688,0.08440,0.46917,1.00000,0.23083
adversarial_helpfulness,oracle_minimal_correction,0,192,0.62500,1.01698,0.01562,0.40407,0.13406,0.60262,1.00000,0.33861,0.00000,0.34256,0.02996,0.47115,0.92727
adversarial_helpfulness,oracle_minimal_correction,1,192,0.65104,1.00707,0.02604,0.41081,0.15730,0.57685,1.00000,0.34292,0.00000,0.36361,0.03151,0.47979,0.94260
adversarial_helpfulness,oracle_minimal_correction,2,192,0.59896,1.01722,0.02604,0.39795,0.13912,0.58251,1.00000,0.33469,0.00000,0.35068,0.03051,0.47145,0.89344
adversarial_helpfulness,oracle_minimal_correction,3,192,0.63021,1.02555,0.03125,0.40816,0.12790,0.59641,1.00000,0.34122,0.00000,0.34424,0.02944,0.46991,0.92525
adversarial_helpfulness,oracle_minimal_correction,4,192,0.54688,0.90277,0.03125,0.41106,0.12632,0.59763,1.00000,0.34308,0.00000,0.33966,0.03008,0.46792,0.81489
adversarial_helpfulness,oracle_minimal_correction,5,192,0.60417,0.94680,0.03125,0.41120,0.12978,0.57637,1.00000,0.34317,0.00000,0.34753,0.03085,0.46834,0.87912
adversarial_helpfulness,oracle_minimal_correction,6,192,0.55729,0.95578,0.04688,0.39944,0.12764,0.58181,1.00000,0.33564,0.00000,0.34279,0.03090,0.46616,0.82703
adversarial_helpfulness,oracle_minimal_correction,7,192,0.61979,0.97379,0.05208,0.41602,0.14097,0.57403,1.00000,0.34625,0.00000,0.35491,0.03045,0.47097,0.88953
adversarial_helpfulness,oracle_minimal_correction,8,192,0.58854,0.94463,0.04167,0.41189,0.13273,0.57842,1.00000,0.34361,0.00000,0.35104,0.03051,0.47230,0.85804
adversarial_helpfulness,oracle_minimal_correction,9,192,0.61458,1.02569,0.03646,0.40159,0.14531,0.58566,1.00000,0.33702,0.00000,0.35264,0.03095,0.47565,0.90603
adversarial_helpfulness,preference_only_ranker,0,192,0.51042,0.80165,0.07292,0.35130,0.24433,0.57584,0.55729,0.18159,0.11979,0.09085,0.15735,0.53646,0.70883
adversarial_helpfulness,preference_only_ranker,1,192,0.46875,0.70282,0.06771,0.35897,0.23051,0.54841,0.55729,0.17968,0.06771,0.09227,0.15298,0.54077,0.65945
adversarial_helpfulness,preference_only_ranker,2,192,0.52083,0.86246,0.01562,0.35309,0.24046,0.55953,0.55729,0.18032,0.08333,0.08446,0.15036,0.52852,0.77017
adversarial_helpfulness,preference_only_ranker,3,192,0.51042,0.81559,0.05208,0.35040,0.24722,0.57208,0.57812,0.18548,0.07292,0.09239,0.16072,0.54229,0.73548
adversarial_helpfulness,preference_only_ranker,4,192,0.44792,0.68150,0.04167,0.34698,0.24271,0.57493,0.51042,0.16312,0.09896,0.09328,0.16203,0.55049,0.64340
adversarial_helpfulness,preference_only_ranker,5,192,0.47917,0.76481,0.06250,0.35490,0.23069,0.55059,0.57812,0.19044,0.08333,0.09364,0.15493,0.53607,0.68140
adversarial_helpfulness,preference_only_ranker,6,192,0.48958,0.77998,0.03646,0.33404,0.26199,0.55753,0.54167,0.16726,0.09896,0.09642,0.16650,0.54948,0.70694
adversarial_helpfulness,preference_only_ranker,7,192,0.55208,0.85661,0.05208,0.35604,0.24077,0.54760,0.51562,0.16981,0.06771,0.09544,0.15978,0.54485,0.78528
adversarial_helpfulness,preference_only_ranker,8,192,0.47917,0.75190,0.07812,0.35680,0.23410,0.55367,0.56250,0.18153,0.09375,0.09111,0.15534,0.53701,0.66837
adversarial_helpfulness,preference_only_ranker,9,192,0.50521,0.80604,0.04688,0.34412,0.24596,0.56466,0.55208,0.17853,0.08333,0.08808,0.15521,0.55029,0.72771
adversarial_helpfulness,residual_correction_learner,0,192,0.31771,0.38755,0.06250,0.25633,0.58493,0.60624,1.00000,0.24405,0.07292,0.25229,0.32100,0.64126,0.44994
adversarial_helpfulness,residual_correction_learner,1,192,0.29688,0.33191,0.06250,0.24391,0.63036,0.57581,1.00000,0.23610,0.06250,0.28080,0.33745,0.67197,0.41772
adversarial_helpfulness,residual_correction_learner,2,192,0.28125,0.35348,0.04167,0.23498,0.64258,0.57750,1.00000,0.23039,0.06250,0.27732,0.34165,0.66446,0.41778
adversarial_helpfulness,residual_correction_learner,3,192,0.31771,0.42854,0.05208,0.24728,0.61482,0.57164,1.00000,0.23826,0.10938,0.26011,0.33188,0.64993,0.45037
adversarial_helpfulness,residual_correction_learner,4,192,0.29688,0.36073,0.02083,0.25543,0.59741,0.57568,1.00000,0.24348,0.10417,0.25669,0.33199,0.64210,0.43222
adversarial_helpfulness,residual_correction_learner,5,192,0.35417,0.40309,0.04167,0.25433,0.58912,0.56180,1.00000,0.24277,0.06771,0.26271,0.33042,0.64579,0.49662
adversarial_helpfulness,residual_correction_learner,6,192,0.28125,0.32200,0.03646,0.22924,0.65814,0.55713,1.00000,0.22672,0.10417,0.27726,0.35365,0.65943,0.39916
adversarial_helpfulness,residual_correction_learner,7,192,0.32292,0.37136,0.06250,0.25815,0.61692,0.56340,1.00000,0.24522,0.07292,0.26806,0.33418,0.64697,0.44625
adversarial_helpfulness,residual_correction_learner,8,192,0.34896,0.40177,0.02083,0.24624,0.62809,0.57990,1.00000,0.23759,0.11458,0.27157,0.34219,0.65956,0.49210
adversarial_helpfulness,residual_correction_learner,9,192,0.29688,0.34569,0.06250,0.25119,0.59679,0.58602,1.00000,0.24076,0.07812,0.25231,0.31949,0.64732,0.41627
adversarial_helpfulness,robust_mpc_correction,0,192,0.59375,1.00245,0.04167,0.43902,0.12822,0.57792,1.00000,0.36097,0.01042,0.03803,0.05427,0.42363,0.86977
adversarial_helpfulness,robust_mpc_correction,1,192,0.63021,1.05157,0.05208,0.45633,0.12296,0.55139,1.00000,0.37205,0.01042,0.04206,0.04768,0.41931,0.90746
adversarial_helpfulness,robust_mpc_correction,2,192,0.60417,1.05066,0.04688,0.44154,0.12129,0.55800,1.00000,0.36258,0.00521,0.03562,0.04955,0.41305,0.88635
adversarial_helpfulness,robust_mpc_correction,3,192,0.58333,0.99415,0.03646,0.44634,0.11335,0.57241,1.00000,0.36566,0.01042,0.03364,0.05177,0.41789,0.85902
adversarial_helpfulness,robust_mpc_correction,4,192,0.66146,1.14782,0.02083,0.44818,0.12150,0.57306,1.00000,0.36684,0.01042,0.03228,0.05331,0.42039,0.97924
adversarial_helpfulness,robust_mpc_correction,5,192,0.57292,0.97254,0.06250,0.44751,0.11588,0.55129,1.00000,0.36640,0.00521,0.03779,0.05203,0.42017,0.82911
adversarial_helpfulness,robust_mpc_correction,6,192,0.60417,1.05366,0.04688,0.43297,0.10716,0.55532,1.00000,0.35710,0.00521,0.03360,0.05305,0.41978,0.88725
adversarial_helpfulness,robust_mpc_correction,7,192,0.61979,1.04749,0.05729,0.45490,0.12113,0.54847,1.00000,0.37114,0.01042,0.04178,0.05105,0.42163,0.89321
adversarial_helpfulness,robust_mpc_correction,8,192,0.51562,0.87348,0.06250,0.45103,0.11955,0.55282,1.00000,0.36866,0.01042,0.03838,0.05110,0.42026,0.74866
adversarial_helpfulness,robust_mpc_correction,9,192,0.60938,1.04119,0.03646,0.44141,0.12769,0.55970,1.00000,0.36250,0.00521,0.03834,0.05324,0.42186,0.89556
adversarial_helpfulness,safety_filtered_residual,0,192,0.38021,0.50263,0.02604,0.22586,0.48314,0.57199,1.00000,0.22455,0.01562,0.21774,0.28321,0.70182,0.57222
adversarial_helpfulness,safety_filtered_residual,1,192,0.31771,0.40696,0.04167,0.21687,0.51741,0.54607,1.00000,0.21880,0.00521,0.24812,0.29489,0.72125,0.48132
adversarial_helpfulness,safety_filtered_residual,2,192,0.27604,0.39466,0.02083,0.20599,0.52314,0.54947,1.00000,0.21184,0.00521,0.23981,0.29890,0.72366,0.44866
adversarial_helpfulness,safety_filtered_residual,3,192,0.35417,0.50912,0.04167,0.21931,0.49612,0.56272,1.00000,0.22036,0.00521,0.22738,0.29211,0.71010,0.54179
adversarial_helpfulness,safety_filtered_residual,4,192,0.31250,0.44014,0.02083,0.21975,0.49001,0.56149,1.00000,0.22064,0.00521,0.22175,0.29346,0.71373,0.49579
adversarial_helpfulness,safety_filtered_residual,5,192,0.31250,0.43167,0.03646,0.22875,0.47851,0.54049,1.00000,0.22640,0.00000,0.22247,0.28692,0.69931,0.48355
adversarial_helpfulness,safety_filtered_residual,6,192,0.27604,0.37995,0.02083,0.20096,0.52222,0.54497,1.00000,0.20861,0.00000,0.23293,0.30643,0.72619,0.44657
adversarial_helpfulness,safety_filtered_residual,7,192,0.32292,0.40831,0.03125,0.22318,0.50389,0.54063,1.00000,0.22284,0.00521,0.23762,0.29602,0.71261,0.49092
adversarial_helpfulness,safety_filtered_residual,8,192,0.28125,0.36793,0.05208,0.21646,0.50643,0.54517,1.00000,0.21853,0.00000,0.23628,0.29827,0.71744,0.43202
adversarial_helpfulness,safety_filtered_residual,9,192,0.35938,0.47139,0.04688,0.21818,0.50063,0.55213,1.00000,0.21964,0.00000,0.22423,0.28440,0.71261,0.53623
adversarial_helpfulness,uncertainty_query_policy,0,192,0.40625,0.52819,0.04688,0.34119,0.43358,0.59845,0.98958,0.29621,0.06771,0.22490,0.25354,0.53183,0.57018
adversarial_helpfulness,uncertainty_query_policy,1,192,0.37500,0.46158,0.03646,0.32731,0.45084,0.57208,1.00000,0.28948,0.07292,0.25347,0.26435,0.56312,0.52667
adversarial_helpfulness,uncertainty_query_policy,2,192,0.38021,0.46527,0.06250,0.32395,0.46612,0.58014,0.99479,0.28580,0.13542,0.24988,0.26880,0.54620,0.50202
adversarial_helpfulness,uncertainty_query_policy,3,192,0.37500,0.48082,0.06250,0.32681,0.46134,0.57728,1.00000,0.28916,0.10417,0.24747,0.27149,0.55211,0.50875
adversarial_helpfulness,uncertainty_query_policy,4,192,0.42188,0.53220,0.03646,0.32334,0.43640,0.58046,1.00000,0.28694,0.11979,0.24061,0.26831,0.55946,0.57698
adversarial_helpfulness,uncertainty_query_policy,5,192,0.34896,0.47808,0.08333,0.33147,0.40974,0.57358,0.99479,0.29128,0.09375,0.23426,0.25528,0.54805,0.47341
adversarial_helpfulness,uncertainty_query_policy,6,192,0.32292,0.38672,0.06250,0.30878,0.48189,0.56148,0.99479,0.27663,0.08854,0.25850,0.28470,0.55650,0.43907
adversarial_helpfulness,uncertainty_query_policy,7,192,0.32812,0.40797,0.06771,0.33617,0.44832,0.57701,0.99479,0.29424,0.08333,0.24724,0.26524,0.54574,0.44839
adversarial_helpfulness,uncertainty_query_policy,8,192,0.28646,0.37079,0.04167,0.32416,0.45164,0.58545,0.98438,0.28276,0.11979,0.25217,0.27366,0.56027,0.40422
adversarial_helpfulness,uncertainty_query_policy,9,192,0.35938,0.45039,0.06771,0.32464,0.44473,0.58015,1.00000,0.28777,0.09375,0.23519,0.25294,0.55065,0.48701
ambiguous_intent,active_entropy_query_policy,0,192,0.57292,0.98919,0.05208,0.29593,0.28079,0.53447,0.92708,0.25431,0.06250,0.16638,0.14996,0.55471,0.83173
ambiguous_intent,active_entropy_query_policy,1,192,0.41667,0.71504,0.06250,0.32064,0.25573,0.54311,0.95312,0.27396,0.08854,0.17158,0.14945,0.54727,0.60232
ambiguous_intent,active_entropy_query_policy,2,192,0.52083,0.88157,0.03125,0.31973,0.25915,0.52621,0.94792,0.27259,0.06771,0.17223,0.15355,0.55203,0.76331
ambiguous_intent,active_entropy_query_policy,3,192,0.48958,0.80077,0.07292,0.32382,0.25398,0.53141,0.95833,0.27840,0.04688,0.17514,0.14450,0.54885,0.69871
ambiguous_intent,active_entropy_query_policy,4,192,0.47917,0.79617,0.07292,0.30769,0.26597,0.54388,0.96875,0.26939,0.07812,0.16740,0.14506,0.55113,0.68067
ambiguous_intent,active_entropy_query_policy,5,192,0.50000,0.82783,0.04688,0.28613,0.28072,0.53283,0.97396,0.25644,0.05208,0.18511,0.16888,0.57761,0.72977
ambiguous_intent,active_entropy_query_policy,6,192,0.47396,0.76926,0.03125,0.29944,0.26605,0.53034,0.93750,0.25794,0.06771,0.17864,0.15548,0.56735,0.69369
ambiguous_intent,active_entropy_query_policy,7,192,0.45833,0.79295,0.05208,0.31145,0.26554,0.53738,0.95312,0.26934,0.08333,0.16753,0.14665,0.55034,0.66762
ambiguous_intent,active_entropy_query_policy,8,192,0.43750,0.75765,0.03125,0.30106,0.26980,0.52938,0.94271,0.26213,0.06250,0.17076,0.15018,0.55891,0.65540
ambiguous_intent,active_entropy_query_policy,9,192,0.49479,0.85628,0.04688,0.30482,0.27487,0.54039,0.95312,0.26414,0.05729,0.17127,0.16081,0.55839,0.72904
ambiguous_intent,dagger_full_correction,0,192,0.44271,0.63980,0.07292,0.34593,0.41504,0.56604,1.00000,0.65139,0.05208,0.14732,0.20194,0.44455,0.59747
ambiguous_intent,dagger_full_correction,1,192,0.44271,0.62524,0.05729,0.37328,0.39556,0.58682,1.00000,0.66890,0.05729,0.15926,0.20608,0.45028,0.60313
ambiguous_intent,dagger_full_correction,2,192,0.43229,0.62501,0.04167,0.35444,0.41002,0.56590,1.00000,0.65684,0.04688,0.16947,0.21504,0.47910,0.60297
ambiguous_intent,dagger_full_correction,3,192,0.41667,0.55015,0.04167,0.36147,0.39512,0.56934,1.00000,0.66134,0.09375,0.16536,0.20977,0.47569,0.55782
ambiguous_intent,dagger_full_correction,4,192,0.42188,0.58351,0.05729,0.35080,0.43535,0.57596,1.00000,0.65451,0.11458,0.16267,0.21279,0.46058,0.55682
ambiguous_intent,dagger_full_correction,5,192,0.37500,0.51129,0.06771,0.32073,0.51757,0.58183,1.00000,0.63527,0.11979,0.20221,0.26007,0.50155,0.49086
ambiguous_intent,dagger_full_correction,6,192,0.39062,0.53642,0.07812,0.36075,0.39920,0.58105,1.00000,0.66088,0.06771,0.15929,0.20806,0.44604,0.51715
ambiguous_intent,dagger_full_correction,7,192,0.37500,0.49818,0.06771,0.35410,0.44735,0.57713,1.00000,0.65663,0.11458,0.16710,0.21603,0.45223,0.48540
ambiguous_intent,dagger_full_correction,8,192,0.45833,0.62222,0.05208,0.34955,0.46205,0.57545,1.00000,0.65371,0.10938,0.17640,0.22565,0.45057,0.60543
ambiguous_intent,dagger_full_correction,9,192,0.38021,0.50424,0.03125,0.34265,0.47338,0.58145,1.00000,0.64929,0.07812,0.17644,0.23836,0.47238,0.52301
ambiguous_intent,full_demo_imitation,0,192,0.44271,0.62634,0.05729,0.36338,0.46982,0.58186,1.00000,0.66256,0.09375,0.14079,0.20666,0.42447,0.59151
ambiguous_intent,full_demo_imitation,1,192,0.43750,0.61559,0.07292,0.39566,0.43982,0.59095,1.00000,0.68322,0.08333,0.15317,0.20717,0.42238,0.57888
ambiguous_intent,full_demo_imitation,2,192,0.48438,0.67719,0.04688,0.38006,0.44108,0.57814,1.00000,0.67324,0.07812,0.14965,0.20953,0.44177,0.65406
