split,risk_budget,reference,metric,mean_diff,ci95_diff,lower95_diff,seeds
dynamics_mismatch,0.02,oracle_minimal_correction,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,oracle_minimal_correction,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,oracle_minimal_correction,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,oracle_minimal_correction,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,oracle_minimal_correction,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,robust_mpc_correction,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,robust_mpc_correction,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,robust_mpc_correction,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,robust_mpc_correction,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,robust_mpc_correction,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,safety_filtered_residual,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,safety_filtered_residual,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,safety_filtered_residual,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,safety_filtered_residual,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,safety_filtered_residual,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,uncertainty_query_policy,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,uncertainty_query_policy,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,uncertainty_query_policy,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,uncertainty_query_policy,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.02,uncertainty_query_policy,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,active_entropy_query_policy,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,active_entropy_query_policy,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,active_entropy_query_policy,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,active_entropy_query_policy,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,active_entropy_query_policy,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,oracle_minimal_correction,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,oracle_minimal_correction,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,oracle_minimal_correction,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,oracle_minimal_correction,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,oracle_minimal_correction,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,robust_mpc_correction,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,robust_mpc_correction,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,robust_mpc_correction,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,robust_mpc_correction,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,robust_mpc_correction,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,safety_filtered_residual,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,safety_filtered_residual,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,safety_filtered_residual,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,safety_filtered_residual,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,safety_filtered_residual,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,uncertainty_query_policy,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,uncertainty_query_policy,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,uncertainty_query_policy,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,uncertainty_query_policy,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.05,uncertainty_query_policy,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,active_entropy_query_policy,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,active_entropy_query_policy,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,active_entropy_query_policy,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,active_entropy_query_policy,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,active_entropy_query_policy,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,oracle_minimal_correction,coverage,-0.39305,0.01959,-0.41264,10
dynamics_mismatch,0.08,oracle_minimal_correction,accepted_success,-0.55189,0.04213,-0.59402,10
dynamics_mismatch,0.08,oracle_minimal_correction,accepted_damage,-0.03412,0.01040,-0.04452,10
dynamics_mismatch,0.08,oracle_minimal_correction,accepted_unsafe,-0.01907,0.00806,-0.02713,10
dynamics_mismatch,0.08,oracle_minimal_correction,accepted_utility,-0.76782,0.05522,-0.82303,10
dynamics_mismatch,0.08,robust_mpc_correction,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,robust_mpc_correction,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,robust_mpc_correction,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,robust_mpc_correction,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,robust_mpc_correction,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,safety_filtered_residual,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,safety_filtered_residual,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,safety_filtered_residual,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,safety_filtered_residual,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,safety_filtered_residual,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,uncertainty_query_policy,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,uncertainty_query_policy,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,uncertainty_query_policy,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,uncertainty_query_policy,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.08,uncertainty_query_policy,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,active_entropy_query_policy,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,active_entropy_query_policy,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,active_entropy_query_policy,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,active_entropy_query_policy,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,active_entropy_query_policy,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,oracle_minimal_correction,coverage,-1.00000,0.00000,-1.00000,10
dynamics_mismatch,0.10,oracle_minimal_correction,accepted_success,-0.56736,0.01392,-0.58128,10
dynamics_mismatch,0.10,oracle_minimal_correction,accepted_damage,-0.03889,0.00544,-0.04433,10
dynamics_mismatch,0.10,oracle_minimal_correction,accepted_unsafe,-0.01667,0.00463,-0.02129,10
dynamics_mismatch,0.10,oracle_minimal_correction,accepted_utility,-0.78409,0.01877,-0.80287,10
dynamics_mismatch,0.10,robust_mpc_correction,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,robust_mpc_correction,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,robust_mpc_correction,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,robust_mpc_correction,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,robust_mpc_correction,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,safety_filtered_residual,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,safety_filtered_residual,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,safety_filtered_residual,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,safety_filtered_residual,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,safety_filtered_residual,accepted_utility,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,uncertainty_query_policy,coverage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,uncertainty_query_policy,accepted_success,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,uncertainty_query_policy,accepted_damage,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,uncertainty_query_policy,accepted_unsafe,0.00000,0.00000,0.00000,10
dynamics_mismatch,0.10,uncertainty_query_policy,accepted_utility,0.00000,0.00000,0.00000,10
