split,task,seed,episode_id,method,task_success,intervention_magnitude,minimal_magnitude,correction_efficiency,overcorrection_ratio,damage,intent_preservation,boundary_error,query,success_probability,damage_probability,calibration_error,human_noise,overcorrection_bias,delay,ambiguity
combined_hard_shift,peg_insertion,0,1,all_corrections_imitation,1,0.62381,0.56485,1.24558,0.10438,0,0.58691,0.00121,1,0.60257,0.05595,0.05743,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,1,preference_only_objective,0,0.63133,0.56485,0.00000,0.11769,0,0.42072,0.09951,1,0.58417,0.05855,0.02417,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,2,full_minimum_intervention_learner,0,0.78642,0.66646,0.00000,0.18000,0,0.37455,0.14076,1,0.60314,0.05254,0.15686,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,2,minus_minimum_norm_objective,1,0.79385,0.66646,1.14612,0.19116,0,0.42821,0.11616,1,0.58384,0.06530,0.09616,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,2,minus_counterfactual_boundary,1,0.81470,0.66646,1.16976,0.22244,0,0.39613,0.16356,1,0.57978,0.07063,0.02022,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,2,minus_intent_preservation,0,1.06347,0.66646,0.00000,0.59571,0,0.36877,0.54319,1,0.56859,0.14566,0.07141,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,2,minus_human_effort_cost,1,1.21759,0.66646,0.85862,0.82697,0,0.37582,0.76577,1,0.56316,0.16178,0.09684,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,2,all_corrections_imitation,0,0.78317,0.66646,0.00000,0.17513,1,0.42619,0.10325,1,0.58388,0.07523,0.07612,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,2,preference_only_objective,0,0.82616,0.66646,0.00000,0.23963,0,0.37171,0.19891,1,0.57679,0.07405,0.01679,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,3,full_minimum_intervention_learner,0,0.61226,0.51886,0.00000,0.18000,0,0.18921,0.08993,1,0.58283,0.06121,0.17717,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,3,minus_minimum_norm_objective,0,0.75133,0.51886,0.00000,0.44803,0,0.21080,0.21540,1,0.55483,0.11071,0.12517,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,3,minus_counterfactual_boundary,0,0.64335,0.51886,0.00000,0.23992,0,0.21414,0.08577,1,0.55951,0.08353,0.04049,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,3,minus_intent_preservation,1,0.73737,0.51886,1.30809,0.42113,1,0.17654,0.31344,1,0.55168,0.12858,0.08832,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,3,minus_human_effort_cost,1,0.79352,0.51886,1.23264,0.52935,0,0.19129,0.41205,1,0.55078,0.12384,0.10922,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,3,all_corrections_imitation,0,0.73409,0.51886,0.00000,0.41481,0,0.20929,0.19254,1,0.55541,0.12522,0.10459,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,3,preference_only_objective,1,0.55179,0.51886,1.34316,0.06346,0,0.18455,0.01709,1,0.54946,0.06831,0.01054,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,4,full_minimum_intervention_learner,1,0.60263,0.59299,1.39897,0.01626,0,0.77605,0.09488,1,0.64927,0.02338,0.11073,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,4,minus_minimum_norm_objective,0,0.74666,0.59299,0.00000,0.25914,0,0.63167,0.47170,1,0.35108,0.06072,0.32892,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,4,minus_counterfactual_boundary,0,0.43131,0.59299,0.00000,0.00000,0,0.85625,0.30059,1,0.46517,0.02463,0.13483,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,4,minus_intent_preservation,0,0.54143,0.59299,0.00000,0.00000,0,0.75976,0.01534,1,0.61421,0.03589,0.02579,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,4,minus_human_effort_cost,0,0.67966,0.59299,0.00000,0.14615,0,0.77774,0.23404,1,0.62287,0.03977,0.03713,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,4,all_corrections_imitation,1,0.71958,0.59299,0.58629,0.21348,0,0.63398,0.47258,1,0.35176,0.06534,0.30824,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,4,preference_only_objective,0,0.43133,0.59299,0.00000,0.00000,0,0.77011,0.21517,0,0.50289,0.02979,0.05711,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,5,full_minimum_intervention_learner,0,0.44485,0.41064,0.00000,0.08332,0,0.39356,0.03871,1,0.60666,0.04467,0.15334,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,5,minus_minimum_norm_objective,1,0.70655,0.41064,1.35357,0.72062,0,0.54637,0.47080,1,0.58479,0.13317,0.09521,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,5,minus_counterfactual_boundary,1,0.23573,0.41064,0.08737,0.00000,0,0.90782,0.96368,1,0.28286,0.02153,0.31714,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,5,minus_intent_preservation,1,0.45229,0.41064,1.67926,0.10145,0,0.34671,0.06179,1,0.57628,0.07266,0.06372,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,5,minus_human_effort_cost,1,0.49019,0.41064,1.70357,0.19375,0,0.40112,0.14172,1,0.58082,0.06720,0.07918,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,5,all_corrections_imitation,1,0.68514,0.41064,1.38706,0.66849,0,0.54351,0.43114,1,0.58587,0.14711,0.07413,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,5,preference_only_objective,1,0.33580,0.41064,1.52740,0.00000,0,0.37314,0.21216,0,0.48811,0.05361,0.07189,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,6,full_minimum_intervention_learner,1,0.86074,0.81367,1.03406,0.05785,0,0.53424,0.07618,1,0.62238,0.03661,0.13762,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,6,minus_minimum_norm_objective,1,1.08157,0.81367,0.95120,0.32925,1,0.56730,0.33644,1,0.59648,0.07321,0.08352,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,6,minus_counterfactual_boundary,1,0.79630,0.81367,0.98259,0.00000,0,0.57627,0.04070,1,0.56985,0.04142,0.03015,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,6,minus_intent_preservation,1,0.74579,0.81367,1.00932,0.00000,0,0.50847,0.06559,1,0.54210,0.05368,0.09790,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,6,minus_human_effort_cost,0,0.87048,0.81367,0.00000,0.06983,0,0.54113,0.08685,1,0.59799,0.04738,0.06201,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,6,all_corrections_imitation,1,1.05160,0.81367,0.97434,0.29242,0,0.56641,0.29996,1,0.59712,0.08099,0.06288,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,6,preference_only_objective,0,0.57567,0.81367,0.00000,0.00000,0,0.52265,0.27912,1,0.37423,0.04464,0.18577,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,7,full_minimum_intervention_learner,0,0.68561,0.58103,0.00000,0.18000,0,0.27015,0.12116,1,0.59170,0.05742,0.16830,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,7,minus_minimum_norm_objective,0,0.84697,0.58103,0.00000,0.45771,0,0.25157,0.38003,1,0.55908,0.10965,0.12092,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,7,minus_counterfactual_boundary,1,0.54676,0.58103,1.21084,0.00000,0,0.29718,0.12000,1,0.49746,0.05817,0.10254,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,7,minus_intent_preservation,1,0.73156,0.58103,1.31577,0.25909,0,0.25860,0.19941,1,0.56403,0.09805,0.07597,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,7,minus_human_effort_cost,1,0.79425,0.58103,1.23172,0.36697,0,0.27218,0.29784,1,0.56335,0.09584,0.09665,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,7,all_corrections_imitation,1,0.82687,0.58103,1.19181,0.42312,0,0.25159,0.34761,1,0.55986,0.12360,0.10014,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,7,preference_only_objective,0,0.55119,0.58103,0.00000,0.00000,0,0.26076,0.09651,0,0.50825,0.06035,0.05175,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,8,full_minimum_intervention_learner,0,0.88940,0.81707,0.00000,0.08852,0,0.43322,0.04735,1,0.61094,0.04314,0.14906,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,8,minus_minimum_norm_objective,1,1.12134,0.81707,0.92213,0.37238,0,0.42292,0.26191,1,0.57975,0.08752,0.10025,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,8,minus_counterfactual_boundary,1,0.69797,0.81707,0.90544,0.00000,0,0.48471,0.20505,1,0.41593,0.04692,0.18407,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,8,minus_intent_preservation,1,0.93267,0.81707,0.98821,0.14148,0,0.41757,0.09955,1,0.58347,0.07190,0.05653,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,8,minus_human_effort_cost,0,1.06593,0.81707,0.00000,0.30457,0,0.43466,0.25487,1,0.58244,0.07805,0.07756,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,8,all_corrections_imitation,0,1.09397,0.81707,0.00000,0.33889,0,0.42263,0.23336,1,0.58043,0.09809,0.07957,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,8,preference_only_objective,0,0.73530,0.81707,0.00000,0.00000,1,0.42298,0.13291,0,0.47051,0.05062,0.08949,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,9,full_minimum_intervention_learner,0,0.61479,0.67714,0.00000,0.00000,0,0.30746,0.12468,1,0.50892,0.04489,0.25108,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,9,minus_minimum_norm_objective,1,0.99861,0.67714,1.01815,0.47475,0,0.25566,0.25616,1,0.55913,0.11187,0.12087,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,9,minus_counterfactual_boundary,0,0.30616,0.67714,0.00000,0.00000,0,0.31072,0.59558,1,0.21368,0.05736,0.38632,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,9,minus_intent_preservation,0,0.54080,0.67714,0.00000,0.00000,0,0.28980,0.22862,1,0.40793,0.06916,0.23207,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,9,minus_human_effort_cost,0,0.58491,0.67714,0.00000,0.00000,1,0.31461,0.16885,1,0.45285,0.05712,0.20715,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,9,all_corrections_imitation,0,0.96645,0.67714,0.00000,0.42726,0,0.25555,0.21941,1,0.56020,0.12400,0.09980,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,9,preference_only_objective,1,0.40142,0.67714,0.98427,0.00000,0,0.30096,0.42772,1,0.28634,0.05794,0.27366,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,10,full_minimum_intervention_learner,0,0.74950,0.80967,0.00000,0.00000,0,0.55798,0.05641,1,0.58030,0.03317,0.17970,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,10,minus_minimum_norm_objective,0,0.62038,0.80967,0.00000,0.00000,0,0.63504,0.31244,1,0.36449,0.03790,0.31551,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,10,minus_counterfactual_boundary,0,0.60815,0.80967,0.00000,0.00000,0,0.58051,0.24100,1,0.40971,0.04117,0.19029,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,10,minus_intent_preservation,1,0.77738,0.80967,1.02298,0.00000,0,0.54526,0.02062,1,0.58275,0.05108,0.05725,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,10,minus_human_effort_cost,0,0.90371,0.80967,0.00000,0.11614,0,0.55900,0.13754,1,0.59935,0.05011,0.06065,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,10,all_corrections_imitation,0,0.60907,0.80967,0.00000,0.00000,0,0.63257,0.32015,1,0.35903,0.04489,0.30097,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,10,preference_only_objective,0,0.60455,0.80967,0.00000,0.00000,0,0.55451,0.23856,0,0.40870,0.04273,0.15130,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,11,full_minimum_intervention_learner,0,0.73979,0.62694,0.00000,0.18000,0,0.70886,0.23076,1,0.63978,0.03689,0.12022,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,11,minus_minimum_norm_objective,1,1.01859,0.62694,1.00117,0.62471,0,0.71411,0.65776,1,0.60570,0.10733,0.07430,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,11,minus_counterfactual_boundary,1,0.68634,0.62694,1.23012,0.09476,0,0.58410,0.06571,1,0.60239,0.04677,0.00239,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,11,minus_intent_preservation,1,0.71545,0.62694,1.32972,0.14117,0,0.67468,0.19069,1,0.61165,0.05367,0.02835,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,11,minus_human_effort_cost,1,0.85849,0.62694,1.15552,0.36934,0,0.71446,0.42725,1,0.61177,0.06962,0.04823,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,11,all_corrections_imitation,1,0.99084,0.62694,1.02490,0.58044,1,0.71374,0.61378,1,0.60678,0.11841,0.05322,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,11,preference_only_objective,0,0.56805,0.62694,0.00000,0.00000,0,0.70253,0.05441,0,0.58350,0.03385,0.02350,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,12,full_minimum_intervention_learner,0,0.24965,0.43943,0.00000,0.00000,0,0.35422,0.47029,1,0.38472,0.04270,0.37528,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,12,minus_minimum_norm_objective,0,0.74755,0.43943,0.00000,0.70117,0,0.16964,0.46303,1,0.54403,0.15252,0.13597,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,12,minus_counterfactual_boundary,1,0.26536,0.43943,0.94349,0.00000,0,0.13161,0.57981,1,0.29158,0.06810,0.30842,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,12,minus_intent_preservation,1,0.23842,0.43943,1.22307,0.00000,0,0.27201,0.48824,1,0.34322,0.07042,0.29678,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,12,minus_human_effort_cost,0,0.22895,0.43943,0.00000,0.00000,0,0.38402,0.52162,1,0.34189,0.05296,0.31811,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,12,all_corrections_imitation,0,0.72018,0.43943,0.00000,0.63887,0,0.17018,0.41128,1,0.54572,0.16785,0.11428,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,12,preference_only_objective,0,0.16176,0.43943,0.00000,0.00000,0,0.32909,0.65366,0,0.28658,0.05625,0.27342,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,13,full_minimum_intervention_learner,1,0.57874,0.49046,1.46467,0.18000,0,0.27755,0.11131,1,0.59251,0.05708,0.16749,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,13,minus_minimum_norm_objective,0,0.87602,0.49046,0.00000,0.78612,0,0.28869,0.55825,1,0.55476,0.15985,0.12524,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,13,minus_counterfactual_boundary,0,0.47068,0.49046,0.00000,0.00000,0,0.28306,0.11714,1,0.50860,0.05902,0.09140,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,13,minus_intent_preservation,1,0.73772,0.49046,1.30759,0.50413,0,0.24922,0.41908,1,0.55773,0.13757,0.08227,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,13,minus_human_effort_cost,0,0.80360,0.49046,0.00000,0.63847,1,0.28259,0.54159,1,0.55805,0.13544,0.10195,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,13,all_corrections_imitation,0,0.85374,0.49046,0.00000,0.74070,0,0.28759,0.52311,1,0.55589,0.17948,0.10411,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,13,preference_only_objective,0,0.55638,0.49046,0.00000,0.13440,0,0.26523,0.07008,0,0.56688,0.06941,0.00688,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,14,full_minimum_intervention_learner,0,0.64251,0.66135,0.00000,0.00000,0,0.73022,0.00713,1,0.64434,0.02511,0.11566,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,14,minus_minimum_norm_objective,1,0.78590,0.66135,0.86389,0.18833,1,0.64400,0.16556,1,0.49979,0.05206,0.18021,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,14,minus_counterfactual_boundary,0,0.39500,0.66135,0.00000,0.00000,0,0.79804,0.43808,1,0.35675,0.02812,0.24325,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,14,minus_intent_preservation,0,0.57717,0.66135,0.00000,0.00000,0,0.68726,0.09506,1,0.55324,0.04102,0.08676,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,14,minus_human_effort_cost,1,0.69488,0.66135,1.24414,0.05070,0,0.73498,0.08847,1,0.61946,0.03440,0.04054,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,14,all_corrections_imitation,1,0.76125,0.66135,0.87033,0.15106,0,0.64519,0.18081,1,0.49056,0.05688,0.16944,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,14,preference_only_objective,1,0.46078,0.66135,1.12798,0.00000,0,0.72364,0.27722,0,0.43945,0.03258,0.12055,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,15,full_minimum_intervention_learner,0,0.60050,0.69806,0.00000,0.00000,0,0.70658,0.12993,1,0.55067,0.02621,0.20933,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,15,minus_minimum_norm_objective,0,1.29797,0.69806,0.00000,0.85939,0,0.69967,0.84983,1,0.59773,0.14812,0.08227,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,15,minus_counterfactual_boundary,0,0.48198,0.69806,0.00000,0.00000,0,0.71245,0.31221,1,0.40245,0.03325,0.19755,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,15,minus_intent_preservation,1,0.42835,0.69806,1.02262,0.00000,1,0.67436,0.37788,1,0.35889,0.04194,0.28111,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,15,minus_human_effort_cost,0,0.54043,0.69806,0.00000,0.00000,0,0.72038,0.22057,1,0.46368,0.03278,0.19632,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,15,all_corrections_imitation,1,1.25259,0.69806,0.83764,0.79438,1,0.69949,0.78575,1,0.59955,0.16123,0.06045,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,15,preference_only_objective,0,0.35609,0.69806,0.00000,0.00000,0,0.69426,0.48269,1,0.30653,0.03434,0.25347,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,16,full_minimum_intervention_learner,0,0.29909,0.63294,0.00000,0.00000,0,0.32116,0.55013,1,0.27032,0.04425,0.48968,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,16,minus_minimum_norm_objective,1,0.64998,0.63294,0.80592,0.02693,0,0.47494,0.33110,1,0.37269,0.04857,0.30731,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,16,minus_counterfactual_boundary,1,0.28168,0.63294,0.85376,0.00000,0,0.31153,0.60584,1,0.22299,0.05731,0.37701,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,16,minus_intent_preservation,1,0.42378,0.63294,1.06236,0.00000,0,0.29089,0.35857,1,0.33655,0.06909,0.30345,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,16,minus_human_effort_cost,1,0.44902,0.63294,1.07573,0.00000,0,0.31674,0.32334,1,0.36018,0.05700,0.29982,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,16,all_corrections_imitation,1,0.62855,0.63294,0.80917,0.00000,0,0.47159,0.34574,1,0.36382,0.05629,0.29618,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,16,preference_only_objective,1,0.30960,0.63294,0.95680,0.00000,0,0.30370,0.53155,1,0.25112,0.05778,0.30888,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,17,full_minimum_intervention_learner,1,0.63547,0.53854,1.45358,0.18000,0,0.45167,0.18536,1,0.61159,0.04893,0.14841,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,17,minus_minimum_norm_objective,0,1.12791,0.53854,0.00000,1.09439,0,0.46913,0.98786,1,0.56542,0.20598,0.11458,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,17,minus_counterfactual_boundary,0,0.23972,0.53854,0.00000,0.00000,0,0.38090,0.62072,1,0.27191,0.05315,0.32809,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,17,minus_intent_preservation,0,0.59620,0.53854,0.00000,0.10706,0,0.42552,0.11408,1,0.58484,0.06765,0.05516,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,17,minus_human_effort_cost,1,0.67429,0.53854,1.40467,0.25208,0,0.45827,0.25628,1,0.58604,0.07029,0.07396,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,17,all_corrections_imitation,1,1.09207,0.53854,0.94334,1.02785,0,0.46855,0.92735,1,0.56741,0.22795,0.09259,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,17,preference_only_objective,1,0.45211,0.53854,1.33532,0.00000,0,0.44521,0.15593,1,0.50308,0.04929,0.05692,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,18,full_minimum_intervention_learner,0,0.90771,0.76924,0.00000,0.18000,0,0.31748,0.13590,1,0.59689,0.05521,0.16311,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,18,minus_minimum_norm_objective,0,1.26014,0.76924,0.00000,0.63816,1,0.40514,0.50503,1,0.57149,0.12804,0.10851,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,18,minus_counterfactual_boundary,1,0.66212,0.76924,0.96801,0.00000,0,0.35458,0.18482,1,0.42762,0.05472,0.17238,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,18,minus_intent_preservation,0,1.00216,0.76924,0.00000,0.30278,0,0.29573,0.25487,1,0.56725,0.10167,0.07275,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,18,minus_human_effort_cost,0,1.12946,0.76924,0.00000,0.46827,0,0.31989,0.41298,1,0.56632,0.10707,0.09368,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,18,all_corrections_imitation,1,1.22785,0.76924,0.85237,0.59617,0,0.40309,0.46898,1,0.57234,0.14332,0.08766,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,18,preference_only_objective,1,0.77204,0.76924,1.01547,0.00364,1,0.30990,0.03323,0,0.54669,0.05748,0.01331,0.18000,0.45000,0.34000,0.48000
combined_hard_shift,peg_insertion,0,19,full_minimum_intervention_learner,1,0.81870,0.89145,0.96286,0.00000,0,0.83721,0.03839,1,0.62329,0.02010,0.13671,0.18000,0.45000,0.34000,0.48000
