split,method,seed,rows,task_success,correction_efficiency,damage,intervention_magnitude,boundary_error,intent_preservation,query_rate,human_time,unsafe_override,calibration_error,regret_to_oracle,intervention_sparsity,robust_utility
hard_aggregate,residual_correction_learner,3,576,0.28993,0.33945,0.05555,0.32657,0.55254,0.55448,1.00000,0.28901,0.12847,0.26264,0.32788,0.63878,0.39077
hard_aggregate,residual_correction_learner,4,576,0.30903,0.36458,0.04687,0.33378,0.53324,0.56306,1.00000,0.29362,0.10938,0.24919,0.31129,0.62233,0.42534
hard_aggregate,residual_correction_learner,5,576,0.32639,0.36877,0.05035,0.33859,0.52360,0.54688,1.00000,0.29670,0.12153,0.25355,0.32086,0.62660,0.43638
hard_aggregate,residual_correction_learner,6,576,0.29514,0.32745,0.06076,0.31432,0.56192,0.54383,1.00000,0.28116,0.12674,0.26829,0.33184,0.63809,0.39004
hard_aggregate,residual_correction_learner,7,576,0.34375,0.39845,0.06077,0.34747,0.51181,0.55296,1.00000,0.30238,0.13368,0.24428,0.29880,0.61003,0.45116
hard_aggregate,residual_correction_learner,8,576,0.34722,0.40167,0.03993,0.31857,0.55522,0.56485,1.00000,0.28388,0.13715,0.26478,0.32695,0.64189,0.46917
hard_aggregate,residual_correction_learner,9,576,0.31076,0.36072,0.06076,0.34394,0.51554,0.55577,1.00000,0.30012,0.10764,0.24613,0.30466,0.62043,0.41815
hard_aggregate,robust_mpc_correction,0,576,0.61979,0.90716,0.05729,0.54359,0.11016,0.54993,1.00000,0.42789,0.01389,0.03872,0.05173,0.41824,0.85884
hard_aggregate,robust_mpc_correction,1,576,0.57639,0.84585,0.05035,0.54364,0.11306,0.53243,1.00000,0.42793,0.02431,0.04353,0.05187,0.41938,0.80042
hard_aggregate,robust_mpc_correction,2,576,0.58507,0.88424,0.06077,0.53187,0.11329,0.54006,1.00000,0.42039,0.01563,0.04236,0.05075,0.41737,0.81579
hard_aggregate,robust_mpc_correction,3,576,0.59375,0.88045,0.04687,0.54001,0.11295,0.54324,1.00000,0.42560,0.01736,0.04035,0.05299,0.41977,0.83067
hard_aggregate,robust_mpc_correction,4,576,0.61111,0.92818,0.03125,0.53140,0.10804,0.54756,1.00000,0.42010,0.02083,0.03592,0.05271,0.41844,0.86643
hard_aggregate,robust_mpc_correction,5,576,0.58333,0.86498,0.06944,0.54216,0.10730,0.53833,1.00000,0.42698,0.02604,0.03760,0.05440,0.41815,0.80190
hard_aggregate,robust_mpc_correction,6,576,0.59375,0.89783,0.04341,0.52718,0.10372,0.53675,1.00000,0.41740,0.02604,0.03781,0.05229,0.41946,0.83338
hard_aggregate,robust_mpc_correction,7,576,0.60590,0.91739,0.05208,0.53110,0.10798,0.53332,1.00000,0.41990,0.02083,0.04137,0.05241,0.41940,0.84622
hard_aggregate,robust_mpc_correction,8,576,0.53646,0.79268,0.05729,0.53514,0.10962,0.54103,1.00000,0.42249,0.02084,0.03953,0.05181,0.41864,0.74747
hard_aggregate,robust_mpc_correction,9,576,0.59549,0.88605,0.05556,0.53839,0.11450,0.53741,1.00000,0.42457,0.02083,0.04221,0.05247,0.42014,0.82746
hard_aggregate,safety_filtered_residual,0,576,0.35243,0.44060,0.03125,0.31740,0.42745,0.54637,1.00000,0.28313,0.01910,0.22376,0.27378,0.66382,0.51924
hard_aggregate,safety_filtered_residual,1,576,0.35069,0.42743,0.05208,0.30777,0.44633,0.52879,1.00000,0.27697,0.01389,0.23829,0.28326,0.67700,0.50389
hard_aggregate,safety_filtered_residual,2,576,0.33854,0.44158,0.04687,0.31600,0.42492,0.53547,1.00000,0.28224,0.01389,0.22039,0.26546,0.66138,0.49741
hard_aggregate,safety_filtered_residual,3,576,0.34202,0.43306,0.04341,0.30252,0.45181,0.53904,1.00000,0.27361,0.01215,0.23413,0.28779,0.68113,0.50313
hard_aggregate,safety_filtered_residual,4,576,0.35764,0.45642,0.03299,0.30429,0.43672,0.54249,1.00000,0.27474,0.02431,0.22302,0.27635,0.67114,0.52581
hard_aggregate,safety_filtered_residual,5,576,0.34028,0.43822,0.06076,0.31809,0.41936,0.53342,1.00000,0.28358,0.01042,0.22141,0.27724,0.66278,0.49189
hard_aggregate,safety_filtered_residual,6,576,0.30382,0.38487,0.04861,0.29188,0.45141,0.53196,1.00000,0.26680,0.00868,0.23439,0.28821,0.68225,0.45205
hard_aggregate,safety_filtered_residual,7,576,0.34549,0.43770,0.02951,0.31498,0.42359,0.52848,1.00000,0.28159,0.01042,0.22236,0.26542,0.65946,0.51252
hard_aggregate,safety_filtered_residual,8,576,0.31076,0.38404,0.05035,0.29389,0.45628,0.53730,1.00000,0.26809,0.01215,0.23910,0.28749,0.68278,0.45759
hard_aggregate,safety_filtered_residual,9,576,0.36806,0.46592,0.04861,0.31380,0.43288,0.53337,1.00000,0.28083,0.00868,0.22479,0.27065,0.66817,0.53296
hard_aggregate,uncertainty_query_policy,0,576,0.38542,0.46425,0.05382,0.44105,0.36499,0.56670,0.99653,0.36155,0.11979,0.21613,0.24103,0.51532,0.50919
hard_aggregate,uncertainty_query_policy,1,576,0.38194,0.44272,0.03820,0.42616,0.38310,0.56084,1.00000,0.35274,0.11458,0.23133,0.25042,0.53760,0.51131
hard_aggregate,uncertainty_query_policy,2,576,0.40972,0.48744,0.03819,0.44093,0.37047,0.56319,0.99826,0.36169,0.13195,0.21382,0.23265,0.50733,0.54246
hard_aggregate,uncertainty_query_policy,3,576,0.37674,0.44427,0.06944,0.42149,0.39395,0.56237,1.00000,0.34975,0.11806,0.23388,0.25810,0.53628,0.48949
hard_aggregate,uncertainty_query_policy,4,576,0.36979,0.44905,0.05208,0.42249,0.38062,0.56616,1.00000,0.35040,0.11806,0.22055,0.24592,0.52770,0.49266
hard_aggregate,uncertainty_query_policy,5,576,0.38368,0.47143,0.07118,0.43745,0.36555,0.56551,0.99826,0.35968,0.11806,0.21883,0.24489,0.52056,0.50068
hard_aggregate,uncertainty_query_policy,6,576,0.37847,0.44664,0.06076,0.41564,0.39512,0.55668,0.99826,0.34568,0.11111,0.23428,0.25749,0.52757,0.49722
hard_aggregate,uncertainty_query_policy,7,576,0.41319,0.50172,0.07639,0.43468,0.36549,0.55843,0.99826,0.35789,0.14063,0.21330,0.23308,0.51097,0.52651
hard_aggregate,uncertainty_query_policy,8,576,0.33333,0.40406,0.05729,0.41444,0.39640,0.56971,0.99479,0.34368,0.12153,0.23523,0.25704,0.53557,0.44378
hard_aggregate,uncertainty_query_policy,9,576,0.42535,0.51105,0.06250,0.43590,0.36541,0.56329,1.00000,0.35897,0.11285,0.21288,0.23450,0.51888,0.55670
