stress_axis,stress_level,method,seed,rows,task_success,correction_efficiency,damage,intervention_magnitude,boundary_error,intent_preservation,query_rate,human_time,unsafe_override,calibration_error,regret_to_oracle,intervention_sparsity,robust_utility
human_noise,0.0,full_demo_imitation,4,120,0.39167,0.40537,0.02500,0.39451,0.49534,0.58292,1.00000,0.68249,0.10000,0.20834,0.29879,0.59745,0.51479
human_noise,0.0,full_demo_imitation,5,120,0.29167,0.36888,0.04167,0.36462,0.48015,0.56925,1.00000,0.66336,0.10000,0.21046,0.28056,0.60048,0.39733
human_noise,0.0,full_demo_imitation,6,120,0.34167,0.42184,0.07500,0.41370,0.40434,0.56955,1.00000,0.69477,0.10000,0.18019,0.24958,0.55965,0.43823
human_noise,0.0,full_demo_imitation,7,120,0.35000,0.43068,0.05000,0.38102,0.45567,0.55439,1.00000,0.67386,0.15000,0.20008,0.27723,0.59027,0.44801
human_noise,0.0,full_demo_imitation,8,120,0.32500,0.37778,0.05000,0.38118,0.46250,0.54294,1.00000,0.67395,0.17500,0.21144,0.29807,0.60086,0.40341
human_noise,0.0,full_demo_imitation,9,120,0.29167,0.36255,0.03333,0.39453,0.43969,0.55762,1.00000,0.68250,0.14167,0.19680,0.26469,0.59144,0.38578
human_noise,0.0,minimum_intervention_boundary_learner_v5,0,120,0.56667,0.74779,0.04167,0.49461,0.15338,0.52355,1.00000,0.39655,0.00000,0.09687,0.10211,0.48799,0.78413
human_noise,0.0,minimum_intervention_boundary_learner_v5,1,120,0.42500,0.60923,0.03333,0.48812,0.18163,0.51899,1.00000,0.39240,0.00833,0.10274,0.10095,0.48964,0.61366
human_noise,0.0,minimum_intervention_boundary_learner_v5,2,120,0.49167,0.69666,0.05000,0.47141,0.17641,0.52319,1.00000,0.38170,0.00833,0.09942,0.11322,0.49541,0.69221
human_noise,0.0,minimum_intervention_boundary_learner_v5,3,120,0.55833,0.75127,0.05000,0.49049,0.15909,0.51021,1.00000,0.39391,0.00833,0.09367,0.10973,0.49080,0.76842
human_noise,0.0,minimum_intervention_boundary_learner_v5,4,120,0.44167,0.61201,0.06667,0.48745,0.18032,0.53490,1.00000,0.39197,0.01667,0.10342,0.11907,0.50002,0.61387
human_noise,0.0,minimum_intervention_boundary_learner_v5,5,120,0.45000,0.63891,0.05000,0.46318,0.17630,0.52636,1.00000,0.37644,0.01667,0.10079,0.10690,0.50150,0.63646
human_noise,0.0,minimum_intervention_boundary_learner_v5,6,120,0.47500,0.66659,0.03333,0.48362,0.16450,0.54167,1.00000,0.38952,0.00833,0.09889,0.09506,0.48902,0.67932
human_noise,0.0,minimum_intervention_boundary_learner_v5,7,120,0.49167,0.68962,0.02500,0.47542,0.17414,0.51456,1.00000,0.38427,0.01667,0.10607,0.10961,0.49655,0.70015
human_noise,0.0,minimum_intervention_boundary_learner_v5,8,120,0.48333,0.66623,0.05833,0.48875,0.15628,0.51992,1.00000,0.39280,0.00000,0.08989,0.11215,0.49309,0.67414
human_noise,0.0,minimum_intervention_boundary_learner_v5,9,120,0.48333,0.68659,0.05000,0.48428,0.17943,0.52045,1.00000,0.38994,0.03333,0.10850,0.10000,0.49769,0.67405
human_noise,0.0,oracle_minimal_correction,0,120,0.56667,0.79401,0.03333,0.51644,0.12327,0.52912,1.00000,0.41052,0.01667,0.36802,0.03381,0.47149,0.79324
human_noise,0.0,oracle_minimal_correction,1,120,0.56667,0.77268,0.06667,0.50118,0.13870,0.52555,1.00000,0.40075,0.00833,0.38063,0.03393,0.47890,0.77389
human_noise,0.0,oracle_minimal_correction,2,120,0.59167,0.83512,0.04167,0.49994,0.13130,0.52924,1.00000,0.39996,0.00833,0.37211,0.03383,0.47301,0.82585
human_noise,0.0,oracle_minimal_correction,3,120,0.61667,0.81871,0.05000,0.51401,0.11490,0.51538,1.00000,0.40897,0.00000,0.36279,0.03546,0.47005,0.84288
human_noise,0.0,oracle_minimal_correction,4,120,0.60000,0.83010,0.07500,0.52066,0.12017,0.53854,1.00000,0.41322,0.00833,0.36651,0.03279,0.47050,0.81623
human_noise,0.0,oracle_minimal_correction,5,120,0.57500,0.80353,0.03333,0.49073,0.13935,0.53262,1.00000,0.39407,0.00833,0.38152,0.03372,0.47898,0.80757
human_noise,0.0,oracle_minimal_correction,6,120,0.54167,0.73267,0.02500,0.49850,0.13303,0.54844,1.00000,0.39904,0.00000,0.37600,0.03228,0.47612,0.76700
human_noise,0.0,oracle_minimal_correction,7,120,0.56667,0.78334,0.03333,0.50185,0.13224,0.52141,1.00000,0.40118,0.00000,0.37845,0.03337,0.47404,0.79510
human_noise,0.0,oracle_minimal_correction,8,120,0.59167,0.81218,0.04167,0.51709,0.11357,0.52623,1.00000,0.41094,0.00000,0.36356,0.03382,0.46944,0.82207
human_noise,0.0,oracle_minimal_correction,9,120,0.56667,0.76825,0.08333,0.50247,0.14742,0.52697,1.00000,0.40158,0.00833,0.38757,0.03403,0.48263,0.76458
human_noise,0.0,residual_correction_learner,0,120,0.34167,0.37258,0.05000,0.34595,0.47919,0.53002,1.00000,0.30140,0.11667,0.24470,0.30905,0.62670,0.45164
human_noise,0.0,residual_correction_learner,1,120,0.27500,0.35753,0.04167,0.34786,0.48141,0.53272,1.00000,0.30263,0.12500,0.25139,0.30070,0.62696,0.38397
human_noise,0.0,residual_correction_learner,2,120,0.33333,0.36472,0.04167,0.31383,0.50737,0.51547,1.00000,0.28085,0.10000,0.26830,0.33069,0.65035,0.45080
human_noise,0.0,residual_correction_learner,3,120,0.25833,0.29467,0.01667,0.32154,0.51272,0.52075,1.00000,0.28579,0.10000,0.27596,0.34062,0.65774,0.37422
human_noise,0.0,residual_correction_learner,4,120,0.30000,0.29714,0.06667,0.32684,0.54721,0.53828,1.00000,0.28918,0.14167,0.27813,0.34225,0.66072,0.38104
human_noise,0.0,residual_correction_learner,5,120,0.25000,0.33592,0.06667,0.32274,0.52673,0.53478,1.00000,0.28655,0.15000,0.26324,0.31174,0.64259,0.33599
human_noise,0.0,residual_correction_learner,6,120,0.35833,0.43819,0.04167,0.35324,0.44399,0.53750,1.00000,0.30608,0.15833,0.23320,0.28649,0.62061,0.47587
human_noise,0.0,residual_correction_learner,7,120,0.31667,0.37883,0.05000,0.32844,0.50966,0.52607,1.00000,0.29020,0.13333,0.25719,0.30863,0.64597,0.42430
human_noise,0.0,residual_correction_learner,8,120,0.32500,0.37119,0.03333,0.32599,0.52633,0.52461,1.00000,0.28864,0.18333,0.27355,0.33999,0.65568,0.42599
human_noise,0.0,residual_correction_learner,9,120,0.33333,0.39107,0.05833,0.34809,0.46671,0.53577,1.00000,0.30278,0.17500,0.24292,0.29336,0.63651,0.42789
human_noise,0.0,robust_mpc_correction,0,120,0.59167,0.86017,0.06667,0.57659,0.10527,0.50911,1.00000,0.44902,0.01667,0.03681,0.04881,0.40863,0.80798
human_noise,0.0,robust_mpc_correction,1,120,0.45833,0.65593,0.04167,0.56836,0.10724,0.50524,1.00000,0.44375,0.02500,0.03675,0.04490,0.40871,0.64012
human_noise,0.0,robust_mpc_correction,2,120,0.53333,0.76939,0.07500,0.55865,0.10523,0.50663,1.00000,0.43754,0.02500,0.03600,0.04708,0.40840,0.72319
human_noise,0.0,robust_mpc_correction,3,120,0.60833,0.87759,0.05833,0.57366,0.09576,0.49666,1.00000,0.44714,0.03333,0.02981,0.04962,0.40659,0.82651
human_noise,0.0,robust_mpc_correction,4,120,0.59167,0.85281,0.04167,0.58043,0.09872,0.51890,1.00000,0.45147,0.03333,0.03389,0.04532,0.40821,0.81584
human_noise,0.0,robust_mpc_correction,5,120,0.61667,0.91028,0.07500,0.55242,0.10576,0.51249,1.00000,0.43355,0.02500,0.03923,0.04566,0.41387,0.83874
human_noise,0.0,robust_mpc_correction,6,120,0.60000,0.89014,0.03333,0.56076,0.10379,0.52668,1.00000,0.43888,0.02500,0.03557,0.04646,0.41122,0.84078
human_noise,0.0,robust_mpc_correction,7,120,0.52500,0.74844,0.04167,0.56358,0.09347,0.50029,1.00000,0.44069,0.03333,0.03551,0.04309,0.40863,0.72429
human_noise,0.0,robust_mpc_correction,8,120,0.59167,0.84784,0.02500,0.57434,0.09345,0.50367,1.00000,0.44758,0.04167,0.03164,0.04688,0.40907,0.81932
human_noise,0.0,robust_mpc_correction,9,120,0.54167,0.76852,0.05000,0.56828,0.10944,0.50779,1.00000,0.44370,0.03333,0.04596,0.04449,0.41358,0.74213
human_noise,0.0,uncertainty_query_policy,0,120,0.39167,0.50950,0.05833,0.42122,0.30457,0.52892,1.00000,0.34958,0.13333,0.20980,0.23169,0.55633,0.51694
human_noise,0.0,uncertainty_query_policy,1,120,0.40000,0.47606,0.03333,0.41837,0.31623,0.52692,1.00000,0.34776,0.13333,0.20727,0.22273,0.56031,0.53093
human_noise,0.0,uncertainty_query_policy,2,120,0.43333,0.55271,0.02500,0.39474,0.33135,0.52323,1.00000,0.33263,0.11667,0.22296,0.24174,0.56995,0.59081
human_noise,0.0,uncertainty_query_policy,3,120,0.34167,0.43105,0.10000,0.40057,0.33928,0.52405,1.00000,0.33637,0.13333,0.23655,0.25898,0.58061,0.42919
human_noise,0.0,uncertainty_query_policy,4,120,0.27500,0.33377,0.05833,0.41027,0.35319,0.55388,1.00000,0.34257,0.12500,0.23519,0.25029,0.58213,0.36879
human_noise,0.0,uncertainty_query_policy,5,120,0.41667,0.52804,0.03333,0.37921,0.35555,0.54273,1.00000,0.32270,0.10833,0.23334,0.24475,0.58797,0.57060
human_noise,0.0,uncertainty_query_policy,6,120,0.48333,0.59812,0.06667,0.42781,0.28955,0.54898,1.00000,0.35380,0.10000,0.18938,0.20704,0.54708,0.63505
human_noise,0.0,uncertainty_query_policy,7,120,0.38333,0.50395,0.03333,0.39631,0.33589,0.52555,1.00000,0.33364,0.18333,0.22846,0.24182,0.57782,0.50773
human_noise,0.0,uncertainty_query_policy,8,120,0.34167,0.43100,0.08333,0.41008,0.34126,0.51461,1.00000,0.34245,0.10833,0.23269,0.25368,0.57296,0.44296
human_noise,0.0,uncertainty_query_policy,9,120,0.39167,0.49179,0.04167,0.41816,0.31523,0.52559,1.00000,0.34762,0.10833,0.21353,0.22547,0.56647,0.52887
human_noise,0.2,active_entropy_query_policy,0,120,0.39167,0.53372,0.02500,0.41499,0.29068,0.53514,1.00000,0.34560,0.12500,0.22745,0.19152,0.57063,0.54363
human_noise,0.2,active_entropy_query_policy,1,120,0.32500,0.42435,0.05000,0.41666,0.27430,0.53414,1.00000,0.34666,0.09167,0.23079,0.20482,0.57470,0.44926
human_noise,0.2,active_entropy_query_policy,2,120,0.40833,0.52179,0.09167,0.40649,0.28416,0.51700,1.00000,0.34015,0.09167,0.23490,0.19405,0.57781,0.53059
human_noise,0.2,active_entropy_query_policy,3,120,0.41667,0.54979,0.00833,0.42053,0.28825,0.51484,1.00000,0.34914,0.08333,0.23412,0.20533,0.57080,0.58971
human_noise,0.2,active_entropy_query_policy,4,120,0.44167,0.60401,0.05000,0.40787,0.29433,0.50322,1.00000,0.34104,0.07500,0.24383,0.22371,0.58556,0.60690
human_noise,0.2,active_entropy_query_policy,5,120,0.45833,0.62827,0.05833,0.43687,0.26065,0.51993,1.00000,0.35960,0.11667,0.21439,0.19288,0.54729,0.61233
human_noise,0.2,active_entropy_query_policy,6,120,0.43333,0.61895,0.08333,0.40537,0.26048,0.49939,1.00000,0.33944,0.15833,0.21662,0.17912,0.54900,0.55893
human_noise,0.2,active_entropy_query_policy,7,120,0.35000,0.43929,0.07500,0.41688,0.29070,0.52978,1.00000,0.34680,0.09167,0.23984,0.21793,0.58227,0.46436
human_noise,0.2,active_entropy_query_policy,8,120,0.46667,0.61068,0.06667,0.40964,0.29802,0.51865,1.00000,0.34217,0.10000,0.24247,0.22387,0.58089,0.61942
human_noise,0.2,active_entropy_query_policy,9,120,0.45833,0.57440,0.04167,0.42581,0.27680,0.51636,1.00000,0.35252,0.10000,0.23556,0.22441,0.57112,0.61485
human_noise,0.2,full_demo_imitation,0,120,0.33333,0.36445,0.05000,0.42366,0.50901,0.55914,1.00000,0.70114,0.10000,0.21478,0.29389,0.54039,0.42767
human_noise,0.2,full_demo_imitation,1,120,0.35833,0.38761,0.08333,0.43686,0.47147,0.56361,1.00000,0.70959,0.18333,0.20058,0.29037,0.54165,0.41736
human_noise,0.2,full_demo_imitation,2,120,0.32500,0.38533,0.03333,0.43415,0.51441,0.57515,1.00000,0.70786,0.12500,0.22007,0.29187,0.53019,0.42686
human_noise,0.2,full_demo_imitation,3,120,0.30833,0.31795,0.05833,0.42864,0.51382,0.55778,1.00000,0.70433,0.20833,0.21787,0.29943,0.55424,0.35814
human_noise,0.2,full_demo_imitation,4,120,0.33333,0.32469,0.04167,0.43547,0.53474,0.55864,1.00000,0.70870,0.06667,0.22322,0.31693,0.54528,0.43243
human_noise,0.2,full_demo_imitation,5,120,0.33333,0.38552,0.05000,0.45157,0.48334,0.56772,1.00000,0.71900,0.05833,0.20402,0.28192,0.52630,0.44358
human_noise,0.2,full_demo_imitation,6,120,0.27500,0.33445,0.08333,0.42735,0.46922,0.55623,1.00000,0.70351,0.07500,0.18984,0.26393,0.51244,0.35052
human_noise,0.2,full_demo_imitation,7,120,0.30833,0.36220,0.07500,0.42185,0.51781,0.56220,1.00000,0.69999,0.13333,0.21693,0.31301,0.56186,0.38136
human_noise,0.2,full_demo_imitation,8,120,0.34167,0.38604,0.05833,0.42856,0.54159,0.57418,1.00000,0.70428,0.11667,0.21123,0.30953,0.55144,0.43412
human_noise,0.2,full_demo_imitation,9,120,0.29167,0.31092,0.04167,0.45268,0.50688,0.57719,1.00000,0.71972,0.10000,0.21766,0.30282,0.53176,0.37964
human_noise,0.2,minimum_intervention_boundary_learner_v5,0,120,0.54167,0.73316,0.05833,0.47716,0.19329,0.53639,1.00000,0.38538,0.01667,0.10905,0.10661,0.50367,0.74553
human_noise,0.2,minimum_intervention_boundary_learner_v5,1,120,0.41667,0.55108,0.02500,0.48463,0.17720,0.53848,1.00000,0.39016,0.01667,0.09943,0.11995,0.50228,0.59780
human_noise,0.2,minimum_intervention_boundary_learner_v5,2,120,0.50000,0.70683,0.04167,0.47261,0.19751,0.51900,1.00000,0.38247,0.00000,0.11452,0.11352,0.50343,0.70927
human_noise,0.2,minimum_intervention_boundary_learner_v5,3,120,0.52500,0.72881,0.05000,0.48961,0.18606,0.51998,1.00000,0.39335,0.01667,0.10081,0.11606,0.49461,0.72930
human_noise,0.2,minimum_intervention_boundary_learner_v5,4,120,0.45833,0.64803,0.05000,0.48458,0.17698,0.50480,1.00000,0.39013,0.02500,0.10107,0.12677,0.49790,0.64086
human_noise,0.2,minimum_intervention_boundary_learner_v5,5,120,0.50000,0.69235,0.05833,0.50076,0.16975,0.52424,1.00000,0.40049,0.00833,0.09512,0.11334,0.48147,0.69385
human_noise,0.2,minimum_intervention_boundary_learner_v5,6,120,0.45833,0.63332,0.05000,0.46563,0.17166,0.50518,1.00000,0.37800,0.04167,0.09863,0.10173,0.48453,0.63289
human_noise,0.2,minimum_intervention_boundary_learner_v5,7,120,0.45833,0.62355,0.03333,0.49502,0.17880,0.53431,1.00000,0.39681,0.01667,0.09668,0.11850,0.49826,0.65003
human_noise,0.2,minimum_intervention_boundary_learner_v5,8,120,0.50833,0.70607,0.06667,0.48397,0.17456,0.52203,1.00000,0.38974,0.00000,0.10293,0.12630,0.50075,0.70437
human_noise,0.2,minimum_intervention_boundary_learner_v5,9,120,0.48333,0.67091,0.05000,0.49868,0.16669,0.51977,1.00000,0.39915,0.01667,0.10513,0.12906,0.49717,0.67473
human_noise,0.2,oracle_minimal_correction,0,120,0.58333,0.79825,0.02500,0.49823,0.14755,0.54213,1.00000,0.39887,0.00833,0.37743,0.03470,0.48297,0.82029
human_noise,0.2,oracle_minimal_correction,1,120,0.60833,0.84706,0.08333,0.51692,0.11680,0.54416,1.00000,0.41083,0.00000,0.36738,0.03368,0.47294,0.82725
human_noise,0.2,oracle_minimal_correction,2,120,0.60000,0.82160,0.03333,0.49816,0.14723,0.52252,1.00000,0.39882,0.00833,0.38448,0.03457,0.48055,0.83509
human_noise,0.2,oracle_minimal_correction,3,120,0.60833,0.82832,0.04167,0.51460,0.12868,0.52704,1.00000,0.40934,0.00000,0.37062,0.03433,0.47513,0.84275
human_noise,0.2,oracle_minimal_correction,4,120,0.60000,0.84148,0.06667,0.52062,0.10308,0.50932,1.00000,0.41320,0.00000,0.35781,0.03366,0.46243,0.82120
human_noise,0.2,oracle_minimal_correction,5,120,0.62500,0.85637,0.03333,0.52014,0.11160,0.53075,1.00000,0.41289,0.01667,0.36228,0.03369,0.46800,0.86522
human_noise,0.2,oracle_minimal_correction,6,120,0.54167,0.74250,0.03333,0.48279,0.14292,0.51366,1.00000,0.38899,0.00000,0.38027,0.03393,0.47519,0.76071
human_noise,0.2,oracle_minimal_correction,7,120,0.55833,0.76568,0.03333,0.52299,0.11427,0.54068,1.00000,0.41471,0.00833,0.36222,0.03411,0.47051,0.78227
human_noise,0.2,oracle_minimal_correction,8,120,0.60833,0.83567,0.05000,0.51849,0.10311,0.52803,1.00000,0.41184,0.00000,0.36004,0.03378,0.46577,0.83958
human_noise,0.2,oracle_minimal_correction,9,120,0.56667,0.77804,0.08333,0.53700,0.09817,0.52431,1.00000,0.42368,0.00000,0.35493,0.03338,0.46355,0.76677
human_noise,0.2,residual_correction_learner,0,120,0.31667,0.37383,0.04167,0.34560,0.51150,0.54378,1.00000,0.30118,0.10000,0.25383,0.31282,0.62582,0.43767
human_noise,0.2,residual_correction_learner,1,120,0.27500,0.32212,0.04167,0.33803,0.53010,0.53871,1.00000,0.29634,0.12500,0.26827,0.33104,0.64739,0.37827
human_noise,0.2,residual_correction_learner,2,120,0.34167,0.38852,0.04167,0.35106,0.52725,0.52457,1.00000,0.30468,0.12500,0.25755,0.30956,0.61710,0.45581
human_noise,0.2,residual_correction_learner,3,120,0.30000,0.33719,0.01667,0.35168,0.54186,0.54588,1.00000,0.30507,0.14167,0.27046,0.32250,0.63151,0.41466
human_noise,0.2,residual_correction_learner,4,120,0.39167,0.41985,0.06667,0.32701,0.53859,0.54292,1.00000,0.28929,0.13333,0.27028,0.34071,0.65914,0.50255
human_noise,0.2,residual_correction_learner,5,120,0.24167,0.28674,0.08333,0.35215,0.51134,0.53008,1.00000,0.30537,0.15833,0.25313,0.31725,0.62686,0.30360
human_noise,0.2,residual_correction_learner,6,120,0.33333,0.40023,0.05833,0.34037,0.50998,0.51774,1.00000,0.29784,0.15833,0.24973,0.29865,0.60955,0.43110
human_noise,0.2,residual_correction_learner,7,120,0.30833,0.34785,0.05000,0.33209,0.54966,0.55762,1.00000,0.29253,0.12500,0.27221,0.34241,0.65335,0.41585
human_noise,0.2,residual_correction_learner,8,120,0.32500,0.36626,0.03333,0.34371,0.53024,0.53267,1.00000,0.29997,0.15000,0.26393,0.33329,0.63823,0.43390
human_noise,0.2,residual_correction_learner,9,120,0.30833,0.34923,0.05000,0.34604,0.51625,0.54271,1.00000,0.30147,0.15833,0.25945,0.33103,0.63865,0.40375
human_noise,0.2,robust_mpc_correction,0,120,0.59167,0.83910,0.05833,0.55884,0.12254,0.52081,1.00000,0.43766,0.01667,0.04540,0.05110,0.41800,0.81018
human_noise,0.2,robust_mpc_correction,1,120,0.46667,0.64265,0.03333,0.57357,0.09920,0.52437,1.00000,0.44709,0.03333,0.03386,0.04827,0.41471,0.65017
human_noise,0.2,robust_mpc_correction,2,120,0.50833,0.73533,0.07500,0.55754,0.11361,0.50356,1.00000,0.43683,0.01667,0.04427,0.04934,0.41765,0.69313
human_noise,0.2,robust_mpc_correction,3,120,0.60833,0.85071,0.05000,0.56890,0.10602,0.50499,1.00000,0.44410,0.02500,0.04037,0.04798,0.41661,0.82898
human_noise,0.2,robust_mpc_correction,4,120,0.60833,0.87992,0.05000,0.57334,0.09500,0.49105,1.00000,0.44693,0.02500,0.02891,0.05047,0.40675,0.83298
human_noise,0.2,robust_mpc_correction,5,120,0.63333,0.88423,0.07500,0.57604,0.09907,0.51067,1.00000,0.44867,0.04167,0.03133,0.04946,0.41013,0.84390
human_noise,0.2,robust_mpc_correction,6,120,0.59167,0.87806,0.03333,0.54273,0.09875,0.49094,1.00000,0.42735,0.04167,0.03565,0.04565,0.40722,0.82079
human_noise,0.2,robust_mpc_correction,7,120,0.51667,0.74087,0.03333,0.57965,0.10562,0.51955,1.00000,0.45097,0.01667,0.03391,0.05163,0.41289,0.72555
human_noise,0.2,robust_mpc_correction,8,120,0.61667,0.89718,0.03333,0.57389,0.09944,0.50708,1.00000,0.44729,0.03333,0.03133,0.05360,0.41024,0.85368
human_noise,0.2,robust_mpc_correction,9,120,0.56667,0.77500,0.05833,0.58802,0.09550,0.50476,1.00000,0.45633,0.01667,0.03043,0.05334,0.41127,0.76781
human_noise,0.2,uncertainty_query_policy,0,120,0.36667,0.47088,0.05833,0.42731,0.34169,0.54042,1.00000,0.35348,0.17500,0.21576,0.23462,0.54115,0.47233
human_noise,0.2,uncertainty_query_policy,1,120,0.40833,0.47487,0.02500,0.42688,0.34013,0.53960,1.00000,0.35320,0.12500,0.22565,0.24830,0.55630,0.54687
human_noise,0.2,uncertainty_query_policy,2,120,0.38333,0.44708,0.02500,0.42304,0.36357,0.54498,1.00000,0.35075,0.14167,0.23218,0.24219,0.54646,0.51141
human_noise,0.2,uncertainty_query_policy,3,120,0.36667,0.42693,0.08333,0.42505,0.36595,0.52838,1.00000,0.35203,0.10833,0.23720,0.25484,0.55985,0.46776
human_noise,0.2,uncertainty_query_policy,4,120,0.30000,0.36685,0.07500,0.41863,0.38281,0.53189,1.00000,0.34792,0.14167,0.24236,0.27023,0.56853,0.38396
human_noise,0.2,uncertainty_query_policy,5,120,0.43333,0.54876,0.02500,0.44618,0.34172,0.53835,1.00000,0.36555,0.13333,0.20951,0.23723,0.53351,0.58394
human_noise,0.2,uncertainty_query_policy,6,120,0.45833,0.61929,0.06667,0.41998,0.31716,0.52800,1.00000,0.34879,0.11667,0.20110,0.21593,0.52564,0.60647
human_noise,0.2,uncertainty_query_policy,7,120,0.35000,0.41614,0.05833,0.41758,0.36566,0.53564,1.00000,0.34725,0.15833,0.23990,0.26626,0.56997,0.44939
human_noise,0.2,uncertainty_query_policy,8,120,0.35833,0.44825,0.07500,0.41966,0.38051,0.54390,1.00000,0.34858,0.12500,0.23454,0.26373,0.56287,0.46611
human_noise,0.2,uncertainty_query_policy,9,120,0.37500,0.42706,0.05000,0.43775,0.37610,0.54555,1.00000,0.36016,0.11667,0.23406,0.27154,0.55061,0.49253
human_noise,0.4,active_entropy_query_policy,0,120,0.36667,0.52570,0.02500,0.40379,0.31539,0.51713,1.00000,0.33843,0.11667,0.23619,0.22086,0.57346,0.51733
human_noise,0.4,active_entropy_query_policy,1,120,0.32500,0.43641,0.04167,0.40354,0.30511,0.53584,1.00000,0.33826,0.06667,0.24446,0.23546,0.58431,0.46433
human_noise,0.4,active_entropy_query_policy,2,120,0.37500,0.48729,0.10000,0.47029,0.23924,0.50764,1.00000,0.38099,0.10833,0.19245,0.18156,0.53584,0.47551
human_noise,0.4,active_entropy_query_policy,3,120,0.40000,0.56174,0.00833,0.39615,0.29291,0.50328,1.00000,0.33353,0.06667,0.23323,0.22208,0.58037,0.58002
human_noise,0.4,active_entropy_query_policy,4,120,0.43333,0.59150,0.05000,0.43186,0.26749,0.52564,1.00000,0.35639,0.08333,0.21115,0.20586,0.55297,0.59407
human_noise,0.4,active_entropy_query_policy,5,120,0.38333,0.48348,0.05833,0.41398,0.32754,0.51128,1.00000,0.34494,0.12500,0.25382,0.20959,0.57863,0.50424
human_noise,0.4,active_entropy_query_policy,6,120,0.37500,0.48067,0.08333,0.44594,0.28160,0.51695,1.00000,0.36540,0.15000,0.23217,0.18952,0.56334,0.47434
human_noise,0.4,active_entropy_query_policy,7,120,0.42500,0.55893,0.07500,0.43002,0.30550,0.51299,1.00000,0.35521,0.11667,0.23685,0.21435,0.55616,0.55481
human_noise,0.4,active_entropy_query_policy,8,120,0.43333,0.58489,0.05833,0.39587,0.32572,0.52841,1.00000,0.33336,0.09167,0.24963,0.24100,0.58811,0.58911
human_noise,0.4,active_entropy_query_policy,9,120,0.42500,0.55995,0.05000,0.42677,0.27859,0.51680,1.00000,0.35313,0.10000,0.23528,0.19693,0.57145,0.57406
human_noise,0.4,full_demo_imitation,0,120,0.29167,0.26512,0.09167,0.50773,0.59630,0.56445,1.00000,0.75494,0.10833,0.22990,0.32226,0.44070,0.33343
human_noise,0.4,full_demo_imitation,1,120,0.27500,0.24921,0.10000,0.50920,0.59822,0.57927,1.00000,0.75589,0.18333,0.22509,0.33451,0.46679,0.29112
human_noise,0.4,full_demo_imitation,2,120,0.33333,0.34797,0.04167,0.55274,0.45686,0.52904,1.00000,0.78375,0.10833,0.18648,0.26995,0.44719,0.41375
human_noise,0.4,full_demo_imitation,3,120,0.34167,0.37165,0.05000,0.48288,0.56134,0.55788,1.00000,0.73904,0.20000,0.21525,0.32140,0.47092,0.40424
human_noise,0.4,full_demo_imitation,4,120,0.30833,0.27526,0.05833,0.51924,0.52244,0.56278,1.00000,0.76231,0.11667,0.20108,0.30723,0.44760,0.36713
human_noise,0.4,full_demo_imitation,5,120,0.26667,0.27690,0.05833,0.49793,0.57240,0.56507,1.00000,0.74867,0.10000,0.23611,0.30037,0.47552,0.33280
human_noise,0.4,full_demo_imitation,6,120,0.26667,0.27682,0.11667,0.52239,0.52733,0.54624,1.00000,0.76433,0.10833,0.21201,0.28296,0.47833,0.29710
human_noise,0.4,full_demo_imitation,7,120,0.33333,0.37783,0.05833,0.50903,0.52213,0.57012,1.00000,0.75578,0.19167,0.21185,0.29862,0.46145,0.39563
human_noise,0.4,full_demo_imitation,8,120,0.33333,0.34444,0.07500,0.52294,0.57125,0.57443,1.00000,0.76468,0.15833,0.22446,0.32270,0.44385,0.38823
human_noise,0.4,full_demo_imitation,9,120,0.27500,0.26320,0.03333,0.52602,0.53849,0.56075,1.00000,0.76665,0.15000,0.21126,0.28963,0.43829,0.33388
human_noise,0.4,minimum_intervention_boundary_learner_v5,0,120,0.52500,0.69822,0.05000,0.47562,0.18870,0.51926,1.00000,0.38440,0.00833,0.10361,0.12582,0.49611,0.72529
human_noise,0.4,minimum_intervention_boundary_learner_v5,1,120,0.40000,0.53946,0.03333,0.48115,0.18016,0.54085,1.00000,0.38793,0.01667,0.10156,0.13741,0.50526,0.57480
human_noise,0.4,minimum_intervention_boundary_learner_v5,2,120,0.57500,0.77342,0.05000,0.51954,0.15540,0.51053,1.00000,0.41250,0.00833,0.09220,0.11215,0.48150,0.78870
human_noise,0.4,minimum_intervention_boundary_learner_v5,3,120,0.51667,0.75249,0.05000,0.46071,0.19140,0.50455,1.00000,0.37485,0.02500,0.10987,0.13891,0.50661,0.72327
human_noise,0.4,minimum_intervention_boundary_learner_v5,4,120,0.49167,0.70099,0.06667,0.49268,0.16790,0.52806,1.00000,0.39532,0.02500,0.10311,0.12072,0.48885,0.67952
human_noise,0.4,minimum_intervention_boundary_learner_v5,5,120,0.47500,0.61995,0.05000,0.48195,0.20593,0.51240,1.00000,0.38845,0.01667,0.12035,0.12104,0.50537,0.65512
human_noise,0.4,minimum_intervention_boundary_learner_v5,6,120,0.45833,0.59047,0.05833,0.50178,0.20072,0.52362,1.00000,0.40114,0.01667,0.12145,0.11716,0.50280,0.62839
human_noise,0.4,minimum_intervention_boundary_learner_v5,7,120,0.45000,0.63328,0.03333,0.48804,0.20512,0.51556,1.00000,0.39235,0.01667,0.11296,0.13530,0.49956,0.64167
human_noise,0.4,minimum_intervention_boundary_learner_v5,8,120,0.45833,0.62926,0.07500,0.46333,0.20010,0.53383,1.00000,0.37653,0.00000,0.10981,0.15105,0.51639,0.63604
