split,ablation,seed,rows,task_success,correction_efficiency,damage,intervention_magnitude,boundary_error,intent_preservation,query_rate,human_time,unsafe_override,calibration_error,regret_to_oracle,intervention_sparsity,robust_utility
combined_hard_shift,minus_minimum_norm_objective,0,168,0.49405,0.67938,0.07143,0.54344,0.15183,0.51234,1.00000,0.42780,0.02976,0.08890,0.07009,0.44144,0.66746
combined_hard_shift,minus_minimum_norm_objective,1,168,0.54762,0.74965,0.04762,0.56731,0.14434,0.50546,1.00000,0.44308,0.01190,0.08121,0.07629,0.43715,0.75207
combined_hard_shift,minus_minimum_norm_objective,2,168,0.54167,0.74594,0.02381,0.55126,0.13764,0.52036,1.00000,0.43281,0.01786,0.07607,0.06478,0.42866,0.75800
combined_hard_shift,minus_minimum_norm_objective,3,168,0.50595,0.71189,0.03571,0.55568,0.16455,0.52747,1.00000,0.43563,0.02381,0.08997,0.06927,0.43718,0.70816
combined_hard_shift,minus_minimum_norm_objective,4,168,0.48810,0.66410,0.06548,0.54940,0.14212,0.50913,1.00000,0.43162,0.02976,0.07543,0.07255,0.43911,0.66054
combined_hard_shift,minus_minimum_norm_objective,5,168,0.58333,0.79380,0.04167,0.57025,0.13944,0.52995,1.00000,0.44496,0.01786,0.07607,0.07561,0.43257,0.80180
combined_hard_shift,minus_minimum_norm_objective,6,168,0.55952,0.79027,0.05357,0.54165,0.13386,0.50736,1.00000,0.42666,0.04167,0.07846,0.06426,0.42838,0.76204
combined_hard_shift,minus_minimum_norm_objective,7,168,0.60714,0.87094,0.11905,0.54458,0.13365,0.50851,1.00000,0.42853,0.01786,0.07772,0.06303,0.42485,0.79991
combined_hard_shift,minus_minimum_norm_objective,8,168,0.52976,0.75632,0.03571,0.52766,0.13710,0.52485,1.00000,0.41770,0.01190,0.08016,0.07024,0.43873,0.74562
combined_hard_shift,minus_minimum_norm_objective,9,168,0.57738,0.79432,0.05952,0.55236,0.13958,0.50012,1.00000,0.43351,0.01190,0.08218,0.06917,0.43176,0.78494
combined_hard_shift,minus_query_throttling,0,168,0.52381,0.70429,0.01786,0.47223,0.21090,0.51692,1.00000,0.38223,0.01190,0.12534,0.12443,0.51114,0.74169
combined_hard_shift,minus_query_throttling,1,168,0.42262,0.55705,0.04762,0.49767,0.19156,0.50992,1.00000,0.39851,0.01786,0.11661,0.13118,0.50457,0.58899
combined_hard_shift,minus_query_throttling,2,168,0.48810,0.65182,0.03571,0.48619,0.18450,0.52529,1.00000,0.39116,0.04167,0.10625,0.11075,0.49319,0.67660
combined_hard_shift,minus_query_throttling,3,168,0.54167,0.71809,0.02381,0.47763,0.20426,0.53227,1.00000,0.38568,0.01786,0.11947,0.12635,0.51237,0.75972
combined_hard_shift,minus_query_throttling,4,168,0.50000,0.66764,0.04762,0.47881,0.20577,0.51353,1.00000,0.38644,0.01786,0.11532,0.13503,0.50954,0.69196
combined_hard_shift,minus_query_throttling,5,168,0.51786,0.68146,0.05952,0.49776,0.19466,0.53474,1.00000,0.39857,0.00595,0.11037,0.13300,0.50294,0.71189
combined_hard_shift,minus_query_throttling,6,168,0.48810,0.67621,0.02381,0.47170,0.18724,0.51227,1.00000,0.38189,0.02381,0.11070,0.11529,0.49850,0.69215
combined_hard_shift,minus_query_throttling,7,168,0.50000,0.68732,0.05357,0.48028,0.19177,0.51353,1.00000,0.38738,0.01190,0.11034,0.11490,0.48946,0.69382
combined_hard_shift,minus_query_throttling,8,168,0.48810,0.68609,0.03571,0.45812,0.20497,0.52946,1.00000,0.37320,0.03571,0.12116,0.12985,0.50705,0.68785
combined_hard_shift,minus_query_throttling,9,168,0.49405,0.68941,0.05952,0.48053,0.19220,0.50510,1.00000,0.38754,0.01190,0.10628,0.12522,0.50243,0.68478
combined_hard_shift,minus_safety_override,0,168,0.54167,0.78896,0.05357,0.51546,0.17678,0.51268,1.00000,0.40990,0.05952,0.08791,0.10791,0.46375,0.74210
combined_hard_shift,minus_safety_override,1,168,0.48214,0.65174,0.05952,0.53471,0.17487,0.51275,1.00000,0.42221,0.02976,0.08877,0.11761,0.46919,0.65736
combined_hard_shift,minus_safety_override,2,168,0.58929,0.83174,0.04762,0.52693,0.16321,0.51982,1.00000,0.41723,0.04762,0.07612,0.09850,0.44799,0.80537
combined_hard_shift,minus_safety_override,3,168,0.53571,0.74308,0.03571,0.51850,0.16678,0.52721,1.00000,0.41184,0.02976,0.08144,0.10787,0.46711,0.74565
combined_hard_shift,minus_safety_override,4,168,0.48810,0.67763,0.03571,0.51484,0.19219,0.51208,1.00000,0.40950,0.04167,0.08496,0.12034,0.47078,0.67862
combined_hard_shift,minus_safety_override,5,168,0.51190,0.70174,0.06548,0.53164,0.18761,0.53179,1.00000,0.42025,0.07143,0.08564,0.12083,0.46660,0.68579
combined_hard_shift,minus_safety_override,6,168,0.58333,0.83463,0.05357,0.51183,0.16602,0.50936,1.00000,0.40757,0.04762,0.07961,0.09868,0.45383,0.79633
combined_hard_shift,minus_safety_override,7,168,0.55952,0.83268,0.03571,0.51928,0.17261,0.51427,1.00000,0.41234,0.06548,0.07923,0.09967,0.44572,0.77639
combined_hard_shift,minus_safety_override,8,168,0.54167,0.78484,0.05952,0.49776,0.18696,0.52308,1.00000,0.39857,0.03571,0.09189,0.11712,0.46140,0.74651
combined_hard_shift,minus_safety_override,9,168,0.49405,0.70882,0.06548,0.51686,0.17937,0.50792,1.00000,0.41079,0.06548,0.08111,0.11162,0.46421,0.66836
combined_hard_shift,preference_only_objective,0,168,0.41071,0.54616,0.06548,0.46545,0.24657,0.49643,0.61310,0.24154,0.04762,0.11717,0.15431,0.51354,0.56283
combined_hard_shift,preference_only_objective,1,168,0.45833,0.60144,0.07738,0.46940,0.23971,0.49700,0.65476,0.25626,0.04167,0.11856,0.18002,0.53506,0.61858
combined_hard_shift,preference_only_objective,2,168,0.43452,0.59549,0.06548,0.45461,0.22114,0.50291,0.61310,0.23622,0.04762,0.11035,0.15938,0.52526,0.59916
combined_hard_shift,preference_only_objective,3,168,0.48214,0.64641,0.05357,0.45806,0.24916,0.51117,0.60714,0.23348,0.05952,0.11443,0.16727,0.52869,0.66221
combined_hard_shift,preference_only_objective,4,168,0.44048,0.58954,0.06548,0.44127,0.25349,0.49745,0.64286,0.23282,0.04762,0.12535,0.18342,0.55191,0.60458
combined_hard_shift,preference_only_objective,5,168,0.43452,0.56643,0.07143,0.46731,0.26593,0.51604,0.62500,0.24128,0.03571,0.12452,0.18600,0.53376,0.59491
combined_hard_shift,preference_only_objective,6,168,0.46429,0.64054,0.08929,0.45814,0.23676,0.49240,0.63095,0.24913,0.02976,0.10958,0.15081,0.51157,0.62882
combined_hard_shift,preference_only_objective,7,168,0.47619,0.64724,0.04167,0.45177,0.24101,0.49826,0.62500,0.23989,0.03571,0.11115,0.16047,0.51926,0.66686
combined_hard_shift,preference_only_objective,8,168,0.44643,0.62868,0.05357,0.44226,0.25110,0.50639,0.59524,0.22119,0.05357,0.12092,0.16768,0.52157,0.62384
combined_hard_shift,preference_only_objective,9,168,0.43452,0.58298,0.08929,0.45724,0.25387,0.49099,0.62500,0.24524,0.08333,0.12137,0.17341,0.52864,0.57224
dynamics_mismatch,all_corrections_imitation,0,168,0.47619,0.54595,0.04167,0.54274,0.31016,0.57371,1.00000,0.42736,0.05357,0.15972,0.21300,0.47506,0.63874
dynamics_mismatch,all_corrections_imitation,1,168,0.25000,0.30202,0.02976,0.47643,0.38330,0.59868,1.00000,0.38491,0.08333,0.19363,0.24875,0.52385,0.36434
dynamics_mismatch,all_corrections_imitation,2,168,0.47024,0.53739,0.07143,0.52736,0.33357,0.56923,1.00000,0.41751,0.06548,0.16631,0.21158,0.47552,0.61198
dynamics_mismatch,all_corrections_imitation,3,168,0.41071,0.46773,0.03571,0.48572,0.40352,0.57155,1.00000,0.39086,0.04167,0.19039,0.24278,0.52190,0.56619
dynamics_mismatch,all_corrections_imitation,4,168,0.42857,0.50192,0.05357,0.47261,0.39590,0.59526,1.00000,0.38247,0.03571,0.19109,0.24380,0.51609,0.58711
dynamics_mismatch,all_corrections_imitation,5,168,0.45833,0.52393,0.07143,0.49983,0.35896,0.58914,1.00000,0.39989,0.05952,0.18302,0.23086,0.50955,0.60386
dynamics_mismatch,all_corrections_imitation,6,168,0.49405,0.55567,0.10119,0.47086,0.36641,0.58049,1.00000,0.38135,0.05357,0.18800,0.24870,0.52722,0.63334
dynamics_mismatch,all_corrections_imitation,7,168,0.39286,0.45011,0.04167,0.49222,0.35050,0.57735,1.00000,0.39502,0.03571,0.17754,0.21859,0.50375,0.54268
dynamics_mismatch,all_corrections_imitation,8,168,0.36310,0.41622,0.05357,0.47155,0.39240,0.58748,1.00000,0.38179,0.04762,0.20010,0.25443,0.52793,0.49906
dynamics_mismatch,all_corrections_imitation,9,168,0.42857,0.50862,0.02976,0.50316,0.35631,0.59119,1.00000,0.40202,0.04762,0.17301,0.21573,0.50623,0.59573
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,0,168,0.48214,0.62860,0.05357,0.56764,0.13886,0.57910,1.00000,0.44329,0.01190,0.08553,0.09053,0.46049,0.66760
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,1,168,0.50000,0.67972,0.07143,0.52481,0.16131,0.57657,1.00000,0.41588,0.01786,0.10423,0.10040,0.48284,0.68778
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,2,168,0.49405,0.66608,0.07738,0.54208,0.15699,0.56837,1.00000,0.42693,0.02381,0.10181,0.09700,0.47058,0.67189
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,3,168,0.47024,0.62380,0.02976,0.51725,0.17823,0.55961,1.00000,0.41104,0.04762,0.11918,0.11371,0.49418,0.65763
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,4,168,0.46429,0.64055,0.04167,0.51124,0.16537,0.58998,1.00000,0.40719,0.01190,0.10781,0.10857,0.48303,0.66273
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,5,168,0.45238,0.58484,0.07738,0.53031,0.16077,0.56356,1.00000,0.41940,0.00000,0.11477,0.10735,0.48301,0.61935
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,6,168,0.51786,0.67423,0.02381,0.52560,0.16689,0.57957,1.00000,0.41638,0.00595,0.10663,0.10911,0.48585,0.73304
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,7,168,0.51190,0.67726,0.02381,0.51883,0.16378,0.56532,1.00000,0.41205,0.04762,0.10971,0.09709,0.48313,0.71429
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,8,168,0.57143,0.74173,0.04762,0.52427,0.17924,0.57692,1.00000,0.41553,0.02976,0.11536,0.11144,0.48655,0.78214
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,9,168,0.44048,0.57820,0.07738,0.53277,0.17499,0.57612,1.00000,0.42097,0.02976,0.11604,0.09800,0.48101,0.59911
dynamics_mismatch,minus_calibration,0,168,0.52976,0.68313,0.05952,0.56764,0.13886,0.57910,1.00000,0.44329,0.01190,0.18417,0.09053,0.46049,0.72412
dynamics_mismatch,minus_calibration,1,168,0.51190,0.68623,0.08333,0.52481,0.16131,0.57657,1.00000,0.41588,0.02381,0.19912,0.10040,0.48284,0.69326
dynamics_mismatch,minus_calibration,2,168,0.52976,0.69543,0.03571,0.54208,0.15699,0.56837,1.00000,0.42693,0.01786,0.19858,0.09700,0.47058,0.73739
dynamics_mismatch,minus_calibration,3,168,0.51786,0.66632,0.01786,0.51725,0.17823,0.55961,1.00000,0.41104,0.03571,0.22211,0.11371,0.49418,0.72412
dynamics_mismatch,minus_calibration,4,168,0.59524,0.80783,0.02976,0.51124,0.16537,0.58998,1.00000,0.40719,0.04762,0.20862,0.10857,0.48303,0.82668
dynamics_mismatch,minus_calibration,5,168,0.54167,0.72900,0.03571,0.53031,0.16077,0.56356,1.00000,0.41940,0.00595,0.21160,0.10735,0.48301,0.76035
dynamics_mismatch,minus_calibration,6,168,0.48810,0.65724,0.07738,0.52560,0.16689,0.57957,1.00000,0.41638,0.00595,0.21293,0.10911,0.48585,0.67168
dynamics_mismatch,minus_calibration,7,168,0.55952,0.75864,0.04762,0.51883,0.16378,0.56532,1.00000,0.41205,0.00595,0.21117,0.09709,0.48313,0.77910
dynamics_mismatch,minus_calibration,8,168,0.44048,0.58986,0.01786,0.52427,0.17924,0.57692,1.00000,0.41553,0.03571,0.21081,0.11144,0.48655,0.63159
dynamics_mismatch,minus_calibration,9,168,0.43452,0.57823,0.04167,0.53277,0.17499,0.57612,1.00000,0.42097,0.02976,0.21388,0.09800,0.48101,0.61174
dynamics_mismatch,minus_counterfactual_boundary,0,168,0.45833,0.59023,0.03571,0.51792,0.19642,0.58623,1.00000,0.41147,0.02976,0.13921,0.14600,0.50844,0.64440
dynamics_mismatch,minus_counterfactual_boundary,1,168,0.45238,0.58626,0.02381,0.47441,0.23308,0.58210,1.00000,0.38362,0.02976,0.15790,0.15992,0.53344,0.64573
dynamics_mismatch,minus_counterfactual_boundary,2,168,0.45833,0.56677,0.04167,0.48396,0.24680,0.57876,1.00000,0.38974,0.01190,0.16052,0.16243,0.53376,0.64241
dynamics_mismatch,minus_counterfactual_boundary,3,168,0.48214,0.61720,0.02381,0.46579,0.25000,0.57094,1.00000,0.37811,0.01786,0.16983,0.16839,0.54892,0.68520
dynamics_mismatch,minus_counterfactual_boundary,4,168,0.44048,0.56963,0.02976,0.45515,0.23848,0.60111,1.00000,0.37130,0.01786,0.16156,0.16455,0.54125,0.63382
dynamics_mismatch,minus_counterfactual_boundary,5,168,0.35714,0.43953,0.04167,0.46700,0.24487,0.57100,1.00000,0.37888,0.01786,0.18395,0.17961,0.54758,0.51173
dynamics_mismatch,minus_counterfactual_boundary,6,168,0.42857,0.56131,0.04762,0.46898,0.26264,0.58927,1.00000,0.38015,0.00595,0.17027,0.17595,0.54535,0.61240
dynamics_mismatch,minus_counterfactual_boundary,7,168,0.38095,0.49498,0.06548,0.45563,0.27056,0.57550,1.00000,0.37161,0.03571,0.17744,0.16818,0.55125,0.53146
dynamics_mismatch,minus_counterfactual_boundary,8,168,0.41071,0.52316,0.04167,0.47176,0.25633,0.58560,1.00000,0.38193,0.01190,0.17178,0.17042,0.54275,0.58689
dynamics_mismatch,minus_counterfactual_boundary,9,168,0.44048,0.57542,0.05357,0.47811,0.24880,0.58350,1.00000,0.38599,0.04167,0.17078,0.15559,0.53847,0.61295
dynamics_mismatch,minus_human_effort_cost,0,168,0.59524,0.77657,0.07738,0.62220,0.11742,0.57471,1.00000,0.47821,0.03571,0.04742,0.05357,0.41039,0.78956
dynamics_mismatch,minus_human_effort_cost,1,168,0.61310,0.83666,0.07143,0.58486,0.13538,0.57105,1.00000,0.45431,0.03571,0.06368,0.05890,0.42483,0.82505
dynamics_mismatch,minus_human_effort_cost,2,168,0.58333,0.79207,0.06548,0.59654,0.12619,0.56318,1.00000,0.46179,0.02381,0.06118,0.05711,0.41931,0.79027
dynamics_mismatch,minus_human_effort_cost,3,168,0.61905,0.83227,0.01786,0.58078,0.13179,0.55376,1.00000,0.45170,0.02381,0.07012,0.06225,0.43217,0.85947
dynamics_mismatch,minus_human_effort_cost,4,168,0.55357,0.76174,0.05357,0.56993,0.12254,0.58476,1.00000,0.44476,0.05357,0.05956,0.06084,0.42553,0.75558
dynamics_mismatch,minus_human_effort_cost,5,168,0.54762,0.72766,0.02381,0.59196,0.12142,0.55816,1.00000,0.45885,0.02976,0.06365,0.05954,0.42518,0.76016
dynamics_mismatch,minus_human_effort_cost,6,168,0.57738,0.78825,0.02976,0.58814,0.13568,0.57393,1.00000,0.45641,0.01190,0.06440,0.06262,0.42698,0.80741
dynamics_mismatch,minus_human_effort_cost,7,168,0.57738,0.79151,0.02976,0.58003,0.12251,0.56018,1.00000,0.45122,0.02381,0.06033,0.05317,0.42391,0.80308
dynamics_mismatch,minus_human_effort_cost,8,168,0.60714,0.82662,0.04762,0.58319,0.13175,0.57164,1.00000,0.45324,0.01786,0.06504,0.06103,0.42860,0.83458
dynamics_mismatch,minus_human_effort_cost,9,168,0.52976,0.71695,0.04762,0.58723,0.14203,0.57096,1.00000,0.45583,0.04167,0.07807,0.05881,0.43065,0.72631
dynamics_mismatch,minus_intent_preservation,0,168,0.47619,0.61671,0.02976,0.54684,0.13613,0.55813,1.00000,0.42997,0.02381,0.09568,0.10382,0.47963,0.66691
dynamics_mismatch,minus_intent_preservation,1,168,0.52976,0.69386,0.03571,0.50730,0.16779,0.55167,1.00000,0.40467,0.01786,0.11640,0.11466,0.49906,0.73730
dynamics_mismatch,minus_intent_preservation,2,168,0.52381,0.68873,0.05952,0.52643,0.16164,0.54497,1.00000,0.41691,0.02976,0.11007,0.10974,0.48609,0.71243
dynamics_mismatch,minus_intent_preservation,3,168,0.55357,0.72004,0.05952,0.50095,0.18607,0.53473,1.00000,0.40061,0.03571,0.13029,0.12819,0.51017,0.74802
