split,ablation,metric,mean,ci95,seeds,rows_per_seed
combined_hard_shift,minus_human_effort_cost,unsafe_override,0.01488,0.00783,10,168
combined_hard_shift,minus_human_effort_cost,calibration_error,0.08349,0.00333,10,168
combined_hard_shift,minus_human_effort_cost,regret_to_oracle,0.07034,0.00281,10,168
combined_hard_shift,minus_human_effort_cost,intervention_sparsity,0.43750,0.00331,10,168
combined_hard_shift,minus_human_effort_cost,robust_utility,0.75780,0.03162,10,168
combined_hard_shift,minus_intent_preservation,task_success,0.47024,0.03341,10,168
combined_hard_shift,minus_intent_preservation,correction_efficiency,0.64112,0.04850,10,168
combined_hard_shift,minus_intent_preservation,damage,0.04762,0.01072,10,168
combined_hard_shift,minus_intent_preservation,intervention_magnitude,0.46392,0.00756,10,168
combined_hard_shift,minus_intent_preservation,boundary_error,0.21197,0.00677,10,168
combined_hard_shift,minus_intent_preservation,intent_preservation,0.50574,0.00643,10,168
combined_hard_shift,minus_intent_preservation,query_rate,1.00000,0.00000,10,168
combined_hard_shift,minus_intent_preservation,human_time,0.37691,0.00484,10,168
combined_hard_shift,minus_intent_preservation,unsafe_override,0.01428,0.00608,10,168
combined_hard_shift,minus_intent_preservation,calibration_error,0.12117,0.00427,10,168
combined_hard_shift,minus_intent_preservation,regret_to_oracle,0.14085,0.00594,10,168
combined_hard_shift,minus_intent_preservation,intervention_sparsity,0.51976,0.00531,10,168
combined_hard_shift,minus_intent_preservation,robust_utility,0.65730,0.04471,10,168
combined_hard_shift,minus_minimum_norm_objective,task_success,0.54345,0.02460,10,168
combined_hard_shift,minus_minimum_norm_objective,correction_efficiency,0.75566,0.03792,10,168
combined_hard_shift,minus_minimum_norm_objective,damage,0.05536,0.01660,10,168
combined_hard_shift,minus_minimum_norm_objective,intervention_magnitude,0.55036,0.00770,10,168
combined_hard_shift,minus_minimum_norm_objective,boundary_error,0.14241,0.00584,10,168
combined_hard_shift,minus_minimum_norm_objective,intent_preservation,0.51455,0.00639,10,168
combined_hard_shift,minus_minimum_norm_objective,query_rate,1.00000,0.00000,10,168
combined_hard_shift,minus_minimum_norm_objective,human_time,0.43223,0.00493,10,168
combined_hard_shift,minus_minimum_norm_objective,unsafe_override,0.02143,0.00608,10,168
combined_hard_shift,minus_minimum_norm_objective,calibration_error,0.08062,0.00320,10,168
combined_hard_shift,minus_minimum_norm_objective,regret_to_oracle,0.06953,0.00281,10,168
combined_hard_shift,minus_minimum_norm_objective,intervention_sparsity,0.43398,0.00342,10,168
combined_hard_shift,minus_minimum_norm_objective,robust_utility,0.74405,0.03122,10,168
combined_hard_shift,minus_query_throttling,task_success,0.49643,0.01954,10,168
combined_hard_shift,minus_query_throttling,correction_efficiency,0.67194,0.02745,10,168
combined_hard_shift,minus_query_throttling,damage,0.04048,0.00949,10,168
combined_hard_shift,minus_query_throttling,intervention_magnitude,0.48009,0.00740,10,168
combined_hard_shift,minus_query_throttling,boundary_error,0.19678,0.00555,10,168
combined_hard_shift,minus_query_throttling,intent_preservation,0.51930,0.00639,10,168
combined_hard_shift,minus_query_throttling,query_rate,1.00000,0.00000,10,168
combined_hard_shift,minus_query_throttling,human_time,0.38726,0.00473,10,168
combined_hard_shift,minus_query_throttling,unsafe_override,0.01964,0.00697,10,168
combined_hard_shift,minus_query_throttling,calibration_error,0.11418,0.00400,10,168
combined_hard_shift,minus_query_throttling,regret_to_oracle,0.12460,0.00517,10,168
combined_hard_shift,minus_query_throttling,intervention_sparsity,0.50312,0.00469,10,168
combined_hard_shift,minus_query_throttling,robust_utility,0.69295,0.02800,10,168
combined_hard_shift,minus_safety_override,task_success,0.53274,0.02367,10,168
combined_hard_shift,minus_safety_override,correction_efficiency,0.75559,0.04237,10,168
combined_hard_shift,minus_safety_override,damage,0.05119,0.00742,10,168
combined_hard_shift,minus_safety_override,intervention_magnitude,0.51878,0.00655,10,168
combined_hard_shift,minus_safety_override,boundary_error,0.17664,0.00615,10,168
combined_hard_shift,minus_safety_override,intent_preservation,0.51710,0.00496,10,168
combined_hard_shift,minus_safety_override,query_rate,1.00000,0.00000,10,168
combined_hard_shift,minus_safety_override,human_time,0.41202,0.00419,10,168
combined_hard_shift,minus_safety_override,unsafe_override,0.04940,0.00953,10,168
combined_hard_shift,minus_safety_override,calibration_error,0.08367,0.00308,10,168
combined_hard_shift,minus_safety_override,regret_to_oracle,0.11002,0.00551,10,168
combined_hard_shift,minus_safety_override,intervention_sparsity,0.46106,0.00548,10,168
combined_hard_shift,minus_safety_override,robust_utility,0.73025,0.03367,10,168
combined_hard_shift,preference_only_objective,task_success,0.44821,0.01359,10,168
combined_hard_shift,preference_only_objective,correction_efficiency,0.60449,0.02176,10,168
combined_hard_shift,preference_only_objective,damage,0.06726,0.00953,10,168
combined_hard_shift,preference_only_objective,intervention_magnitude,0.45655,0.00595,10,168
combined_hard_shift,preference_only_objective,boundary_error,0.24587,0.00750,10,168
combined_hard_shift,preference_only_objective,intent_preservation,0.50090,0.00503,10,168
combined_hard_shift,preference_only_objective,query_rate,0.62322,0.01073,10,168
combined_hard_shift,preference_only_objective,human_time,0.23971,0.00599,10,168
combined_hard_shift,preference_only_objective,unsafe_override,0.04821,0.00944,10,168
combined_hard_shift,preference_only_objective,calibration_error,0.11734,0.00359,10,168
combined_hard_shift,preference_only_objective,regret_to_oracle,0.16828,0.00759,10,168
combined_hard_shift,preference_only_objective,intervention_sparsity,0.52693,0.00730,10,168
combined_hard_shift,preference_only_objective,robust_utility,0.61340,0.02116,10,168
dynamics_mismatch,all_corrections_imitation,task_success,0.41726,0.04415,10,168
dynamics_mismatch,all_corrections_imitation,correction_efficiency,0.48096,0.04773,10,168
dynamics_mismatch,all_corrections_imitation,damage,0.05298,0.01407,10,168
dynamics_mismatch,all_corrections_imitation,intervention_magnitude,0.49425,0.01530,10,168
dynamics_mismatch,all_corrections_imitation,boundary_error,0.36510,0.01830,10,168
dynamics_mismatch,all_corrections_imitation,intent_preservation,0.58341,0.00642,10,168
dynamics_mismatch,all_corrections_imitation,query_rate,1.00000,0.00000,10,168
dynamics_mismatch,all_corrections_imitation,human_time,0.39632,0.00979,10,168
dynamics_mismatch,all_corrections_imitation,unsafe_override,0.05238,0.00900,10,168
dynamics_mismatch,all_corrections_imitation,calibration_error,0.18228,0.00799,10,168
dynamics_mismatch,all_corrections_imitation,regret_to_oracle,0.23282,0.01040,10,168
dynamics_mismatch,all_corrections_imitation,intervention_sparsity,0.50871,0.01211,10,168
dynamics_mismatch,all_corrections_imitation,robust_utility,0.56430,0.05076,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,task_success,0.49048,0.02354,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,correction_efficiency,0.64950,0.03031,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,damage,0.05238,0.01389,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,intervention_magnitude,0.52948,0.00988,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,boundary_error,0.16464,0.00734,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,intent_preservation,0.57351,0.00567,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,query_rate,1.00000,0.00000,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,human_time,0.41887,0.00632,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,unsafe_override,0.02262,0.01011,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,calibration_error,0.10811,0.00603,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,regret_to_oracle,0.10332,0.00476,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,intervention_sparsity,0.48107,0.00575,10,168
dynamics_mismatch,full_minimum_intervention_boundary_learner_v5,robust_utility,0.67956,0.03313,10,168
dynamics_mismatch,minus_calibration,task_success,0.51488,0.03088,10,168
dynamics_mismatch,minus_calibration,correction_efficiency,0.68519,0.04340,10,168
dynamics_mismatch,minus_calibration,damage,0.04464,0.01405,10,168
dynamics_mismatch,minus_calibration,intervention_magnitude,0.52948,0.00988,10,168
dynamics_mismatch,minus_calibration,boundary_error,0.16464,0.00734,10,168
dynamics_mismatch,minus_calibration,intent_preservation,0.57351,0.00567,10,168
dynamics_mismatch,minus_calibration,query_rate,1.00000,0.00000,10,168
dynamics_mismatch,minus_calibration,human_time,0.41887,0.00632,10,168
dynamics_mismatch,minus_calibration,unsafe_override,0.02202,0.00921,10,168
dynamics_mismatch,minus_calibration,calibration_error,0.20730,0.00660,10,168
dynamics_mismatch,minus_calibration,regret_to_oracle,0.10332,0.00476,10,168
dynamics_mismatch,minus_calibration,intervention_sparsity,0.48107,0.00575,10,168
dynamics_mismatch,minus_calibration,robust_utility,0.71600,0.04094,10,168
dynamics_mismatch,minus_counterfactual_boundary,task_success,0.43095,0.02367,10,168
dynamics_mismatch,minus_counterfactual_boundary,correction_efficiency,0.55245,0.03252,10,168
dynamics_mismatch,minus_counterfactual_boundary,damage,0.04048,0.00812,10,168
dynamics_mismatch,minus_counterfactual_boundary,intervention_magnitude,0.47387,0.01110,10,168
dynamics_mismatch,minus_counterfactual_boundary,boundary_error,0.24480,0.01253,10,168
dynamics_mismatch,minus_counterfactual_boundary,intent_preservation,0.58240,0.00564,10,168
dynamics_mismatch,minus_counterfactual_boundary,query_rate,1.00000,0.00000,10,168
dynamics_mismatch,minus_counterfactual_boundary,human_time,0.38328,0.00710,10,168
dynamics_mismatch,minus_counterfactual_boundary,unsafe_override,0.02202,0.00718,10,168
dynamics_mismatch,minus_counterfactual_boundary,calibration_error,0.16632,0.00766,10,168
dynamics_mismatch,minus_counterfactual_boundary,regret_to_oracle,0.16510,0.00608,10,168
dynamics_mismatch,minus_counterfactual_boundary,intervention_sparsity,0.53912,0.00766,10,168
dynamics_mismatch,minus_counterfactual_boundary,robust_utility,0.61070,0.03338,10,168
dynamics_mismatch,minus_human_effort_cost,task_success,0.58036,0.01834,10,168
dynamics_mismatch,minus_human_effort_cost,correction_efficiency,0.78503,0.02553,10,168
dynamics_mismatch,minus_human_effort_cost,damage,0.04643,0.01287,10,168
dynamics_mismatch,minus_human_effort_cost,intervention_magnitude,0.58849,0.00860,10,168
dynamics_mismatch,minus_human_effort_cost,boundary_error,0.12867,0.00486,10,168
dynamics_mismatch,minus_human_effort_cost,intent_preservation,0.56823,0.00575,10,168
dynamics_mismatch,minus_human_effort_cost,query_rate,1.00000,0.00000,10,168
dynamics_mismatch,minus_human_effort_cost,human_time,0.45663,0.00550,10,168
dynamics_mismatch,minus_human_effort_cost,unsafe_override,0.02976,0.00758,10,168
dynamics_mismatch,minus_human_effort_cost,calibration_error,0.06334,0.00484,10,168
dynamics_mismatch,minus_human_effort_cost,regret_to_oracle,0.05878,0.00205,10,168
dynamics_mismatch,minus_human_effort_cost,intervention_sparsity,0.42476,0.00385,10,168
dynamics_mismatch,minus_human_effort_cost,robust_utility,0.79515,0.02478,10,168
dynamics_mismatch,minus_intent_preservation,task_success,0.49226,0.02678,10,168
dynamics_mismatch,minus_intent_preservation,correction_efficiency,0.65078,0.03385,10,168
dynamics_mismatch,minus_intent_preservation,damage,0.04821,0.00806,10,168
dynamics_mismatch,minus_intent_preservation,intervention_magnitude,0.51165,0.00955,10,168
dynamics_mismatch,minus_intent_preservation,boundary_error,0.17212,0.00917,10,168
dynamics_mismatch,minus_intent_preservation,intent_preservation,0.54972,0.00598,10,168
dynamics_mismatch,minus_intent_preservation,query_rate,1.00000,0.00000,10,168
dynamics_mismatch,minus_intent_preservation,human_time,0.40745,0.00611,10,168
dynamics_mismatch,minus_intent_preservation,unsafe_override,0.02440,0.00726,10,168
dynamics_mismatch,minus_intent_preservation,calibration_error,0.11998,0.00650,10,168
dynamics_mismatch,minus_intent_preservation,regret_to_oracle,0.11853,0.00518,10,168
dynamics_mismatch,minus_intent_preservation,intervention_sparsity,0.49814,0.00554,10,168
dynamics_mismatch,minus_intent_preservation,robust_utility,0.68156,0.03508,10,168
dynamics_mismatch,minus_minimum_norm_objective,task_success,0.57500,0.02153,10,168
dynamics_mismatch,minus_minimum_norm_objective,correction_efficiency,0.77419,0.02922,10,168
dynamics_mismatch,minus_minimum_norm_objective,damage,0.04881,0.00965,10,168
dynamics_mismatch,minus_minimum_norm_objective,intervention_magnitude,0.59685,0.00854,10,168
dynamics_mismatch,minus_minimum_norm_objective,boundary_error,0.12710,0.00487,10,168
dynamics_mismatch,minus_minimum_norm_objective,intent_preservation,0.56699,0.00575,10,168
dynamics_mismatch,minus_minimum_norm_objective,query_rate,1.00000,0.00000,10,168
dynamics_mismatch,minus_minimum_norm_objective,human_time,0.46198,0.00547,10,168
dynamics_mismatch,minus_minimum_norm_objective,unsafe_override,0.02024,0.00890,10,168
dynamics_mismatch,minus_minimum_norm_objective,calibration_error,0.05814,0.00460,10,168
dynamics_mismatch,minus_minimum_norm_objective,regret_to_oracle,0.05620,0.00209,10,168
dynamics_mismatch,minus_minimum_norm_objective,intervention_sparsity,0.41784,0.00377,10,168
dynamics_mismatch,minus_minimum_norm_objective,robust_utility,0.78809,0.02688,10,168
dynamics_mismatch,minus_query_throttling,task_success,0.53333,0.01749,10,168
dynamics_mismatch,minus_query_throttling,correction_efficiency,0.71129,0.02168,10,168
dynamics_mismatch,minus_query_throttling,damage,0.03750,0.01114,10,168
dynamics_mismatch,minus_query_throttling,intervention_magnitude,0.52948,0.00988,10,168
dynamics_mismatch,minus_query_throttling,boundary_error,0.16464,0.00734,10,168
dynamics_mismatch,minus_query_throttling,intent_preservation,0.57351,0.00567,10,168
dynamics_mismatch,minus_query_throttling,query_rate,1.00000,0.00000,10,168
dynamics_mismatch,minus_query_throttling,human_time,0.41887,0.00632,10,168
dynamics_mismatch,minus_query_throttling,unsafe_override,0.02202,0.00628,10,168
dynamics_mismatch,minus_query_throttling,calibration_error,0.10811,0.00603,10,168
dynamics_mismatch,minus_query_throttling,regret_to_oracle,0.10332,0.00476,10,168
dynamics_mismatch,minus_query_throttling,intervention_sparsity,0.48107,0.00575,10,168
dynamics_mismatch,minus_query_throttling,robust_utility,0.74391,0.02596,10,168
dynamics_mismatch,minus_safety_override,task_success,0.57917,0.02502,10,168
dynamics_mismatch,minus_safety_override,correction_efficiency,0.78619,0.03297,10,168
dynamics_mismatch,minus_safety_override,damage,0.05833,0.01164,10,168
dynamics_mismatch,minus_safety_override,intervention_magnitude,0.56933,0.00930,10,168
dynamics_mismatch,minus_safety_override,boundary_error,0.14903,0.00601,10,168
dynamics_mismatch,minus_safety_override,intent_preservation,0.57456,0.00576,10,168
dynamics_mismatch,minus_safety_override,query_rate,1.00000,0.00000,10,168
dynamics_mismatch,minus_safety_override,human_time,0.44437,0.00595,10,168
dynamics_mismatch,minus_safety_override,unsafe_override,0.05417,0.00975,10,168
dynamics_mismatch,minus_safety_override,calibration_error,0.07052,0.00471,10,168
dynamics_mismatch,minus_safety_override,regret_to_oracle,0.09075,0.00434,10,168
dynamics_mismatch,minus_safety_override,intervention_sparsity,0.44028,0.00523,10,168
dynamics_mismatch,minus_safety_override,robust_utility,0.78334,0.03117,10,168
dynamics_mismatch,preference_only_objective,task_success,0.47441,0.03198,10,168
dynamics_mismatch,preference_only_objective,correction_efficiency,0.62306,0.04471,10,168
dynamics_mismatch,preference_only_objective,damage,0.05655,0.01196,10,168
dynamics_mismatch,preference_only_objective,intervention_magnitude,0.48319,0.00642,10,168
dynamics_mismatch,preference_only_objective,boundary_error,0.19474,0.00677,10,168
dynamics_mismatch,preference_only_objective,intent_preservation,0.55185,0.00574,10,168
dynamics_mismatch,preference_only_objective,query_rate,0.61905,0.02021,10,168
dynamics_mismatch,preference_only_objective,human_time,0.25084,0.00627,10,168
dynamics_mismatch,preference_only_objective,unsafe_override,0.04762,0.01114,10,168
dynamics_mismatch,preference_only_objective,calibration_error,0.09953,0.00347,10,168
dynamics_mismatch,preference_only_objective,regret_to_oracle,0.15862,0.00435,10,168
dynamics_mismatch,preference_only_objective,intervention_sparsity,0.52622,0.00349,10,168
dynamics_mismatch,preference_only_objective,robust_utility,0.65550,0.04175,10,168
